Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Russell Westbrook,20190311,OKC,0,OKC,98,UTA,89,37.33,9,19,0.474,2,4,0.5,3,6,0.5,0,11,11,8,1,1,3,2,23,10,.531,.526,.211,.316,0.0,26.7,14.7,42.1,1.3,2.9,12.2,29.6,104,88
Jerami Grant,20190311,OKC,0,OKC,98,UTA,89,35.42,4,11,0.364,1,4,0.25,3,4,0.75,1,4,5,2,2,0,0,4,12,20,.470,.409,.364,.364,3.2,10.2,7.1,8.9,2.8,0.0,0.0,16.2,105,93
Paul George,20190311,OKC,0,OKC,98,UTA,89,34.97,2,8,0.25,0,3,0.0,10,12,0.833,0,11,11,4,3,1,5,4,14,6,.527,.250,.375,1.500,0.0,28.5,15.7,16.5,4.2,3.1,27.4,23.5,88,80
Steven Adams,20190311,OKC,0,OKC,98,UTA,89,33.47,6,10,0.6,0,0,,0,0,,3,4,7,0,2,2,3,4,12,14,.600,.600,.000,.000,10.0,10.8,10.5,0.0,2.9,6.4,23.1,17.4,96,88
Terrance Ferguson,20190311,OKC,0,OKC,98,UTA,89,26.62,2,5,0.4,1,4,0.25,0,0,,0,2,2,0,0,0,2,1,5,12,.500,.500,.800,.000,0.0,6.8,3.8,0.0,0.0,0.0,28.6,11.8,66,101
Dennis Schroder,20190311,OKC,0,OKC,98,UTA,89,30.17,10,18,0.556,2,5,0.4,2,3,0.667,0,7,7,3,0,0,1,2,24,5,.621,.611,.278,.167,0.0,21.0,11.6,23.8,0.0,0.0,4.9,30.3,119,95
Nerlens Noel,20190311,OKC,0,OKC,98,UTA,89,14.53,2,3,0.667,0,0,,1,2,0.5,2,1,3,1,0,1,1,0,5,-5,.644,.667,.000,.667,15.4,6.2,10.3,11.2,0.0,7.3,20.5,15.1,120,97
Abdel Nader,20190311,OKC,0,OKC,98,UTA,89,14.22,1,1,1.0,1,1,1.0,0,0,,0,1,1,0,0,0,1,2,3,-3,1.500,1.500,1.000,.000,0.0,6.4,3.5,0.0,0.0,0.0,50.0,6.3,107,101
Markieff Morris,20190311,OKC,0,OKC,98,UTA,89,7.9,0,4,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,0,-2,.000,.000,.250,.000,0.0,11.5,6.3,0.0,0.0,0.0,0.0,22.7,0,99
Patrick Patterson,20190311,OKC,0,OKC,98,UTA,89,3.98,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,103
Deonte Burton,20190311,OKC,0,OKC,98,UTA,89,0.7,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,104
Donte Grantham,20190311,OKC,0,OKC,98,UTA,89,0.7,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,104
Raymond Felton,20190311,OKC,0,OKC,98,UTA,89,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
