Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Robin Lopez,20190227,CHI,0,CHI,109,MEM,107,39.65,2,7,0.28600000000000003,0,1,0.0,0,0,,1,2,3,1,0,5,2,3,4,8,.286,.286,.143,.000,3.0,5.2,4.1,3.3,0.0,9.0,22.2,10.1,58,110
Lauri Markkanen,20190227,CHI,0,CHI,109,MEM,107,35.48,7,16,0.43799999999999994,0,5,0.0,8,9,0.889,1,9,10,1,0,0,4,1,22,1,.551,.438,.313,.563,3.3,25.9,15.4,4.6,0.0,0.0,16.7,30.0,97,110
Zach LaVine,20190227,CHI,0,CHI,109,MEM,107,34.5,12,19,0.632,2,4,0.5,4,4,1.0,1,4,5,4,1,1,3,1,30,2,.723,.684,.211,.211,3.4,11.8,7.9,25.0,1.4,2.1,12.6,30.6,129,110
Otto Porter,20190227,CHI,0,CHI,109,MEM,107,31.73,7,12,0.583,3,6,0.5,3,4,0.75,0,6,6,3,3,3,3,3,20,-2,.727,.708,.500,.333,0.0,19.3,10.3,16.0,4.5,6.8,17.9,23.5,119,97
Kris Dunn,20190227,CHI,0,CHI,109,MEM,107,30.58,3,8,0.375,1,1,1.0,2,2,1.0,1,3,4,4,3,0,0,5,9,8,.507,.438,.125,.250,3.8,10.0,7.1,18.3,4.7,0.0,0.0,12.9,124,105
Wayne Selden,20190227,CHI,0,CHI,109,MEM,107,19.48,1,5,0.2,0,2,0.0,0,0,,0,5,5,2,4,0,2,2,2,0,.200,.200,.400,.000,0.0,26.2,14.0,13.5,9.8,0.0,28.6,16.0,44,88
Shaquille Harrison,20190227,CHI,0,CHI,109,MEM,107,19.42,2,5,0.4,0,2,0.0,6,6,1.0,1,1,2,2,0,0,0,2,10,1,.654,.400,.400,1.200,6.0,5.3,5.6,14.5,0.0,0.0,0.0,17.5,151,116
Ryan Arcidiacono,20190227,CHI,0,CHI,109,MEM,107,17.42,5,6,0.833,2,2,1.0,0,0,,0,2,2,2,0,0,0,2,12,-6,1.000,1.000,.333,.000,0.0,11.7,6.3,21.9,0.0,0.0,0.0,15.3,196,114
Timothe Luwawu-Cabarrot,20190227,CHI,0,CHI,109,MEM,107,7.72,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,1,0,0,4,.000,.000,1.000,.000,0.0,13.2,7.1,15.9,0.0,0.0,50.0,11.5,27,114
Cristiano Felicio,20190227,CHI,0,CHI,109,MEM,107,4.02,0,3,0.0,0,0,,0,0,,2,2,4,0,1,0,0,1,0,-6,.000,.000,.000,.000,58.3,50.9,54.3,0.0,11.8,0.0,0.0,33.2,51,76
Antonio Blakeney,20190227,CHI,0,CHI,109,MEM,107,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Sampson,20190227,CHI,0,CHI,109,MEM,107,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
