Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
James Harden,20190405,HOU,1,HOU,120,NYK,96,29.2,8,21,0.381,5,13,0.385,5,5,1.0,1,7,8,8,1,1,3,2,26,29,.560,.500,.619,.238,3.0,25.0,13.0,44.1,1.6,3.0,11.5,37.6,112,90
Chris Paul,20190405,HOU,1,HOU,120,NYK,96,23.85,4,9,0.444,3,6,0.5,0,0,,0,4,4,10,1,0,1,1,11,34,.611,.611,.667,.000,0.0,17.5,8.0,57.6,1.9,0.0,10.0,17.6,139,93
Clint Capela,20190405,HOU,1,HOU,120,NYK,96,23.7,5,7,0.7140000000000001,0,0,,2,4,0.5,2,13,15,0,0,1,0,3,12,19,.685,.714,.000,.571,7.4,57.2,30.1,0.0,0.0,3.7,0.0,15.5,142,88
P.J. Tucker,20190405,HOU,1,HOU,120,NYK,96,23.7,4,8,0.5,3,7,0.429,0,0,,1,2,3,1,2,0,0,4,11,19,.688,.688,.875,.000,3.7,8.8,6.0,5.8,3.9,0.0,0.0,14.2,136,88
Eric Gordon,20190405,HOU,1,HOU,120,NYK,96,19.78,4,9,0.444,3,8,0.375,2,2,1.0,0,2,2,1,1,0,0,0,13,22,.658,.611,.889,.222,0.0,10.5,4.8,7.3,2.3,0.0,0.0,20.9,129,93
Kenneth Faried,20190405,HOU,1,HOU,120,NYK,96,24.3,6,13,0.462,0,0,,1,2,0.5,1,4,5,0,1,0,1,2,13,5,.468,.462,.000,.154,3.6,17.2,9.8,0.0,1.9,0.0,6.7,25.7,87,92
Iman Shumpert,20190405,HOU,1,HOU,120,NYK,96,23.55,3,7,0.429,2,6,0.33299999999999996,2,4,0.5,0,1,1,1,0,0,0,0,10,19,.571,.571,.857,.571,0.0,4.4,2.0,5.5,0.0,0.0,0.0,15.6,115,99
Austin Rivers,20190405,HOU,1,HOU,120,NYK,96,22.75,3,8,0.375,1,4,0.25,0,0,,0,2,2,3,0,0,1,1,7,-5,.438,.438,.500,.000,0.0,9.2,4.2,17.3,0.0,0.0,11.1,16.6,90,98
Gerald Green,20190405,HOU,1,HOU,120,NYK,96,19.22,3,9,0.33299999999999996,3,7,0.429,0,0,,1,2,3,1,0,0,0,2,9,-10,.500,.500,.778,.000,4.5,10.9,7.4,7.0,0.0,0.0,0.0,19.6,106,97
Gary Clark,20190405,HOU,1,HOU,120,NYK,96,12.0,1,4,0.25,1,4,0.25,0,0,,1,1,2,0,1,0,0,2,3,-15,.375,.375,1.000,.000,7.3,8.7,7.9,0.0,3.8,0.0,0.0,14.0,89,89
Danuel House,20190405,HOU,1,HOU,120,NYK,96,10.72,1,2,0.5,0,1,0.0,0,0,,0,3,3,0,1,0,0,3,2,12,.500,.500,.500,.000,0.0,29.2,13.3,0.0,4.3,0.0,0.0,7.8,95,84
Chris Chiozza,20190405,HOU,1,HOU,120,NYK,96,7.23,1,4,0.25,1,3,0.33299999999999996,0,0,,0,0,0,1,0,0,0,1,3,-9,.375,.375,.750,.000,0.0,0.0,0.0,18.2,0.0,0.0,0.0,23.2,86,98
