Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Khris Middleton,20181212,MIL,0,IND,113,MIL,97,33.63,4,18,0.222,0,7,0.0,2,2,1.0,0,8,8,3,1,0,2,3,10,-4,.265,.222,.389,.111,0.0,23.8,11.8,13.3,1.4,0.0,9.6,27.2,58,111
Eric Bledsoe,20181212,MIL,0,IND,113,MIL,97,33.42,11,16,0.688,2,5,0.4,2,3,0.667,0,1,1,6,2,1,2,2,26,-8,.751,.750,.313,.188,0.0,3.0,1.5,38.8,2.9,2.4,10.4,25.3,137,113
Giannis Antetokounmpo,20181212,MIL,0,IND,113,MIL,97,31.48,4,6,0.667,1,2,0.5,3,6,0.5,2,8,10,7,0,0,4,5,12,-31,.694,.750,.333,1.000,6.2,25.4,15.7,33.5,0.0,0.0,31.6,17.6,112,113
Brook Lopez,20181212,MIL,0,IND,113,MIL,97,31.33,5,16,0.313,4,12,0.33299999999999996,1,2,0.5,1,4,5,1,1,4,2,2,15,-11,.444,.438,.750,.125,3.1,12.8,7.9,5.0,1.5,10.0,10.6,26.4,83,108
Malcolm Brogdon,20181212,MIL,0,IND,113,MIL,97,25.45,4,11,0.364,1,4,0.25,0,0,,0,3,3,2,0,0,0,0,9,-21,.409,.409,.364,.000,0.0,11.8,5.8,12.4,0.0,0.0,0.0,18.9,90,118
Sterling Brown,20181212,MIL,0,IND,113,MIL,97,27.4,3,6,0.5,2,4,0.5,0,0,,1,3,4,0,0,0,0,1,8,3,.667,.667,.667,.000,3.6,10.9,7.2,0.0,0.0,0.0,0.0,9.6,133,119
George Hill,20181212,MIL,0,IND,113,MIL,97,22.48,2,4,0.5,0,2,0.0,0,0,,0,0,0,1,1,1,1,1,4,-9,.500,.500,.500,.000,0.0,0.0,0.0,6.3,2.1,3.5,20.0,9.7,84,115
Ersan Ilyasova,20181212,MIL,0,IND,113,MIL,97,13.03,1,8,0.125,1,6,0.16699999999999998,2,2,1.0,2,3,5,1,1,0,1,1,5,3,.282,.188,.750,.250,15.0,23.0,19.0,10.7,3.7,0.0,10.1,33.2,70,106
Tony Snell,20181212,MIL,0,IND,113,MIL,97,10.95,2,3,0.667,0,0,,0,0,,1,1,2,0,0,0,0,2,4,-11,.667,.667,.000,.000,8.9,9.1,9.0,0.0,0.0,0.0,0.0,12.0,139,119
Thon Maker,20181212,MIL,0,IND,113,MIL,97,10.82,2,3,0.667,0,1,0.0,0,0,,2,3,5,1,0,0,0,1,4,9,.667,.667,.333,.000,18.1,27.7,22.9,15.2,0.0,0.0,0.0,12.1,155,113
Pat Connaughton,20181212,MIL,0,IND,113,MIL,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Smith,20181212,MIL,0,IND,113,MIL,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donte DiVincenzo,20181212,MIL,0,IND,113,MIL,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
