Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Klay Thompson,20171025,GSW,1,GSW,117,TOR,112,38.43,9,15,0.6,4,6,0.667,0,0,,0,8,8,5,1,1,4,2,22,2,.733,.733,.400,.000,0.0,20.8,12.6,19.7,1.3,2.1,21.1,22.9,113,114
Kevin Durant,20171025,GSW,1,GSW,117,TOR,112,38.05,11,20,0.55,3,6,0.5,4,6,0.667,0,4,4,5,1,0,1,2,29,7,.640,.625,.300,.300,0.0,10.5,6.4,21.7,1.3,0.0,4.2,28.8,128,119
Stephen Curry,20171025,GSW,1,GSW,117,TOR,112,37.52,9,20,0.45,4,11,0.364,8,8,1.0,0,4,4,5,3,1,2,2,30,14,.638,.550,.550,.400,0.0,10.7,6.5,20.3,4.0,2.1,7.8,31.5,126,112
Draymond Green,20171025,GSW,1,GSW,117,TOR,112,36.7,4,7,0.5710000000000001,1,2,0.5,6,6,1.0,4,7,11,6,2,1,6,2,15,11,.778,.643,.286,.857,16.9,19.1,18.2,20.8,2.7,2.2,38.4,19.7,119,111
Zaza Pachulia,20171025,GSW,1,GSW,117,TOR,112,14.43,1,3,0.33299999999999996,0,0,,1,2,0.5,0,4,4,2,0,0,1,1,3,-3,.387,.333,.000,.667,0.0,27.7,16.8,16.8,0.0,0.0,20.5,15.7,84,115
Andre Iguodala,20171025,GSW,1,GSW,117,TOR,112,30.28,0,1,0.0,0,1,0.0,0,0,,0,2,2,5,1,1,0,1,0,-4,.000,.000,1.000,.000,0.0,6.6,4.0,18.4,1.6,2.6,0.0,1.5,150,119
Shaun Livingston,20171025,GSW,1,GSW,117,TOR,112,15.87,0,0,,0,0,,0,0,,0,0,0,3,0,0,0,2,0,-3,,,,,0.0,0.0,0.0,21.1,0.0,0.0,,0.0,228,126
David West,20171025,GSW,1,GSW,117,TOR,112,9.58,4,5,0.8,0,0,,0,0,,1,1,2,1,1,2,2,1,8,-5,.800,.800,.000,.000,16.2,10.4,12.7,21.8,5.2,16.7,28.6,33.8,108,102
Jordan Bell,20171025,GSW,1,GSW,117,TOR,112,9.57,3,4,0.75,0,0,,0,0,,1,1,2,0,1,1,1,2,6,3,.750,.750,.000,.000,16.2,10.5,12.7,0.0,5.2,8.4,20.0,24.2,113,106
Patrick McCaw,20171025,GSW,1,GSW,117,TOR,112,9.57,2,2,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,4,3,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,200,126
Nick Young,20171025,GSW,1,GSW,117,TOR,112,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omri Casspi,20171025,GSW,1,GSW,117,TOR,112,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevon Looney,20171025,GSW,1,GSW,117,TOR,112,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
