Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Jayson Tatum,20180209,BOS,1,IND,97,BOS,91,35.63,6,11,0.545,0,0,,3,3,1.0,0,3,3,1,0,4,2,2,15,-6,.609,.545,.000,.273,0.0,10.4,4.4,5.2,0.0,8.6,14.0,17.9,108,108
Kyrie Irving,20180209,BOS,1,IND,97,BOS,91,31.33,8,18,0.444,2,7,0.28600000000000003,3,3,1.0,1,1,2,5,0,0,2,3,21,-1,.543,.500,.389,.167,2.9,3.9,3.4,35.2,0.0,0.0,9.4,30.3,110,115
Al Horford,20180209,BOS,1,IND,97,BOS,91,29.02,4,7,0.5710000000000001,2,2,1.0,0,0,,2,6,8,4,1,1,2,3,10,-9,.714,.714,.286,.000,6.4,25.4,14.5,24.2,1.8,2.6,22.2,13.8,123,102
Jaylen Brown,20180209,BOS,1,IND,97,BOS,91,28.38,7,13,0.5379999999999999,2,7,0.28600000000000003,0,2,0.0,0,1,1,1,1,0,2,2,16,4,.576,.615,.538,.154,0.0,4.3,1.9,7.6,1.9,0.0,12.6,24.9,98,111
Aron Baynes,20180209,BOS,1,IND,97,BOS,91,21.45,3,8,0.375,0,1,0.0,0,0,,2,4,6,1,0,1,0,4,6,-2,.375,.375,.125,.000,8.6,23.0,14.8,8.2,0.0,3.6,0.0,16.6,94,106
Terry Rozier,20180209,BOS,1,IND,97,BOS,91,26.25,1,11,0.091,1,6,0.16699999999999998,7,8,0.875,0,1,1,3,2,0,0,1,10,2,.344,.136,.545,.727,0.0,4.7,2.0,17.1,4.0,0.0,0.0,24.6,88,106
Marcus Morris,20180209,BOS,1,IND,97,BOS,91,24.88,3,12,0.25,0,3,0.0,0,0,,2,5,7,0,0,1,0,2,6,-4,.250,.250,.250,.000,7.4,24.7,14.8,0.0,0.0,3.1,0.0,21.5,64,106
Daniel Theis,20180209,BOS,1,IND,97,BOS,91,17.82,2,4,0.5,0,0,,0,0,,2,0,2,0,1,1,1,2,4,-10,.500,.500,.000,.000,10.4,0.0,5.9,0.0,3.0,4.3,20.0,12.5,94,108
Semi Ojeleye,20180209,BOS,1,IND,97,BOS,91,11.28,0,1,0.0,0,0,,1,2,0.5,1,3,4,0,0,0,0,1,1,-1,.266,.000,.000,2.000,8.2,32.7,18.7,0.0,0.0,0.0,0.0,7.4,85,105
Greg Monroe,20180209,BOS,1,IND,97,BOS,91,10.63,0,3,0.0,0,0,,2,2,1.0,2,2,4,1,0,0,0,1,2,-3,.258,.000,.000,.667,17.4,23.1,19.8,13.3,0.0,0.0,0.0,16.2,92,108
Abdel Nader,20180209,BOS,1,IND,97,BOS,91,3.32,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,0,0,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26.9,0,117
Guerschon Yabusele,20180209,BOS,1,IND,97,BOS,91,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kadeem Allen,20180209,BOS,1,IND,97,BOS,91,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
