Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Greg Monroe,20131216,DET,0,DET,101,IND,96,38.55,5,9,0.556,0,0,,3,5,0.6,4,8,12,0,0,2,1,1,13,8,.580,.556,.000,.556,9.8,22.6,15.7,0.0,0.0,3.9,8.2,14.0,126,108
Brandon Jennings,20131216,DET,0,DET,101,IND,96,37.3,4,13,0.308,2,5,0.4,8,9,0.889,1,2,3,8,1,0,1,1,18,2,.531,.385,.385,.692,2.5,5.8,4.1,31.3,1.5,0.0,5.6,21.3,135,113
Josh Smith,20131216,DET,0,DET,101,IND,96,36.6,13,29,0.44799999999999995,1,4,0.25,3,4,0.75,2,5,7,1,0,2,0,5,30,-1,.488,.466,.138,.138,5.1,14.9,9.7,6.3,0.0,4.1,0.0,37.2,118,109
Kentavious Caldwell-Pope,20131216,DET,0,DET,101,IND,96,36.42,3,11,0.273,2,7,0.28600000000000003,0,0,,1,2,3,2,2,0,0,3,8,6,.364,.364,.636,.000,2.6,6.0,4.2,7.7,3.0,0.0,0.0,13.4,104,109
Andre Drummond,20131216,DET,0,DET,101,IND,96,20.7,4,5,0.8,0,0,,1,6,0.16699999999999998,6,3,9,0,0,0,1,4,9,0,.589,.800,.000,1.200,27.3,15.8,22.0,0.0,0.0,0.0,11.6,18.5,119,113
Kyle Singler,20131216,DET,0,DET,101,IND,96,26.48,1,3,0.33299999999999996,0,1,0.0,2,2,1.0,1,6,7,1,0,1,0,4,4,3,.515,.333,.333,.667,3.6,24.7,13.4,5.0,0.0,2.8,0.0,6.5,140,108
Josh Harrellson,20131216,DET,0,DET,101,IND,96,16.32,3,6,0.5,1,2,0.5,0,0,,5,5,10,1,0,2,1,0,7,3,.583,.583,.333,.000,28.8,33.4,31.0,10.1,0.0,9.2,14.3,19.0,131,100
Rodney Stuckey,20131216,DET,0,DET,101,IND,96,15.55,1,5,0.2,0,0,,0,0,,0,0,0,0,0,0,2,2,2,-6,.200,.200,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,28.6,19.9,33,117
Will Bynum,20131216,DET,0,DET,101,IND,96,10.7,3,6,0.5,0,0,,1,2,0.5,0,4,4,1,0,0,2,0,7,3,.509,.500,.000,.333,0.0,40.8,18.9,18.3,0.0,0.0,22.5,36.8,87,107
Jonas Jerebko,20131216,DET,0,DET,101,IND,96,1.38,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,7,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,300,118
Luigi Datome,20131216,DET,0,DET,101,IND,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Mitchell,20131216,DET,0,DET,101,IND,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Villanueva,20131216,DET,0,DET,101,IND,96,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
