Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Al Jefferson,20140411,CHA,0,BOS,106,CHA,103,39.33,16,26,0.615,0,0,,0,0,,2,8,10,4,1,0,3,2,32,-4,.615,.615,.000,.000,6.6,28.7,17.2,19.9,1.3,0.0,10.3,33.9,110,113
Luke Ridnour,20140411,CHA,0,BOS,106,CHA,103,31.15,4,9,0.444,1,3,0.33299999999999996,0,0,,0,2,2,5,3,0,0,1,9,11,.500,.500,.333,.000,0.0,9.1,4.3,20.4,4.8,0.0,0.0,13.3,117,108
Josh McRoberts,20140411,CHA,0,BOS,106,CHA,103,30.4,3,5,0.6,3,4,0.75,0,0,,0,3,3,10,0,0,3,2,9,13,.900,.900,.800,.000,0.0,13.9,6.7,40.2,0.0,0.0,37.5,12.1,126,118
Gerald Henderson,20140411,CHA,0,BOS,106,CHA,103,24.73,4,8,0.5,2,2,1.0,1,2,0.5,1,2,3,3,0,0,2,4,11,2,.619,.625,.250,.250,5.2,11.4,8.2,16.1,0.0,0.0,18.4,20.2,106,119
Michael Kidd-Gilchrist,20140411,CHA,0,BOS,106,CHA,103,19.8,5,9,0.556,0,0,,0,1,0.0,2,4,6,3,1,2,0,4,10,-1,.530,.556,.000,.111,13.1,28.5,20.5,22.8,2.5,8.7,0.0,21.9,121,103
Chris Douglas-Roberts,20140411,CHA,0,BOS,106,CHA,103,28.17,3,8,0.375,0,4,0.0,6,7,0.857,0,2,2,2,2,0,1,0,12,-2,.542,.375,.500,.875,0.0,10.0,4.8,8.8,3.6,0.0,8.3,19.7,110,111
Gary Neal,20140411,CHA,0,BOS,106,CHA,103,23.32,6,8,0.75,1,1,1.0,0,0,,0,0,0,2,1,0,0,1,13,-5,.813,.813,.125,.000,0.0,0.0,0.0,13.0,2.2,0.0,0.0,15.8,157,116
Cody Zeller,20140411,CHA,0,BOS,106,CHA,103,17.6,1,3,0.33299999999999996,0,0,,1,2,0.5,2,1,3,0,1,0,1,1,3,-16,.387,.333,.000,.667,14.7,8.0,11.5,0.0,2.9,0.0,20.5,12.8,84,113
Jannero Pargo,20140411,CHA,0,BOS,106,CHA,103,16.87,2,10,0.2,0,4,0.0,0,0,,0,2,2,4,3,0,2,1,4,-14,.200,.200,.400,.000,0.0,16.7,8.0,29.7,8.9,0.0,16.7,32.7,53,98
Bismack Biyombo,20140411,CHA,0,BOS,106,CHA,103,8.63,0,1,0.0,0,0,,0,0,,0,3,3,0,0,2,0,4,0,1,.000,.000,.000,.000,0.0,49.1,23.5,0.0,0.0,19.9,0.0,5.3,0,96
Anthony Tolliver,20140411,CHA,0,BOS,106,CHA,103,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. White,20140411,CHA,0,BOS,106,CHA,103,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kemba Walker,20140411,CHA,0,BOS,106,CHA,103,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
