Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Tony Parker,20131202,SAS,1,SAS,102,ATL,100,36.67,7,11,0.636,1,1,1.0,0,0,,0,0,0,7,0,0,4,1,15,-4,.682,.682,.091,.000,0.0,0.0,0.0,27.9,0.0,0.0,26.7,19.2,108,115
Tim Duncan,20131202,SAS,1,SAS,102,ATL,100,34.6,10,15,0.667,0,0,,3,4,0.75,6,15,21,2,1,2,3,0,23,1,.686,.667,.000,.267,21.9,42.5,33.5,9.9,1.5,4.3,15.2,26.7,126,96
Tiago Splitter,20131202,SAS,1,SAS,102,ATL,100,23.9,5,9,0.556,0,0,,1,1,1.0,1,4,5,3,1,2,4,1,11,-1,.583,.556,.000,.111,5.3,16.4,11.5,18.9,2.1,6.2,29.8,26.3,90,100
Danny Green,20131202,SAS,1,SAS,102,ATL,100,22.53,1,7,0.14300000000000002,1,5,0.2,0,0,,2,2,4,1,0,1,0,2,3,-3,.214,.214,.714,.000,11.2,8.7,9.8,5.3,0.0,3.3,0.0,14.6,74,110
Kawhi Leonard,20131202,SAS,1,SAS,102,ATL,100,22.33,2,7,0.28600000000000003,0,2,0.0,0,0,,0,5,5,1,1,0,1,0,4,-3,.286,.286,.286,.000,0.0,21.9,12.4,5.7,2.3,0.0,12.5,16.8,59,104
Boris Diaw,20131202,SAS,1,SAS,102,ATL,100,29.88,7,9,0.778,1,2,0.5,1,2,0.5,0,2,2,3,1,1,0,0,16,2,.810,.833,.222,.222,0.0,6.6,3.7,15.7,1.7,2.5,0.0,15.5,164,108
Marco Belinelli,20131202,SAS,1,SAS,102,ATL,100,25.03,6,9,0.667,1,2,0.5,0,0,,0,4,4,3,2,0,2,0,13,8,.722,.722,.222,.000,0.0,15.7,8.8,18.9,4.1,0.0,18.2,20.6,117,102
Manu Ginobili,20131202,SAS,1,SAS,102,ATL,100,22.85,2,7,0.28600000000000003,1,4,0.25,5,6,0.833,0,4,4,7,0,1,1,4,10,-8,.519,.357,.571,.857,0.0,17.1,9.7,38.9,0.0,3.2,9.4,21.8,123,108
Patty Mills,20131202,SAS,1,SAS,102,ATL,100,14.82,2,4,0.5,1,2,0.5,1,2,0.5,0,2,2,0,0,0,2,1,6,15,.615,.625,.500,.500,0.0,13.2,7.4,0.0,0.0,0.0,29.1,21.7,79,112
Jeff Ayres,20131202,SAS,1,SAS,102,ATL,100,7.23,0,0,,0,0,,1,2,0.5,0,1,1,0,0,1,0,1,1,0,.568,,,,0.0,13.5,7.6,0.0,0.0,10.2,0.0,5.7,123,102
Matt Bonner,20131202,SAS,1,SAS,102,ATL,100,0.15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,115
Cory Joseph,20131202,SAS,1,SAS,102,ATL,100,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aron Baynes,20131202,SAS,1,SAS,102,ATL,100,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
