Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
DeMarcus Cousins,20131115,SAC,1,DET,97,SAC,90,35.92,12,23,0.522,0,0,,2,3,0.667,3,10,13,2,0,3,4,4,26,-3,.535,.522,.000,.130,9.1,29.7,19.5,14.9,0.0,6.5,14.1,36.2,97,99
Ben McLemore,20131115,SAC,1,DET,97,SAC,90,31.68,2,6,0.33299999999999996,1,4,0.25,2,2,1.0,1,5,6,2,1,1,0,2,7,-14,.509,.417,.667,.333,3.4,16.8,10.2,9.8,1.7,2.4,0.0,10.0,125,103
Greivis Vasquez,20131115,SAC,1,DET,97,SAC,90,28.62,5,10,0.5,3,6,0.5,0,0,,0,0,0,6,0,0,8,3,13,-3,.650,.650,.600,.000,0.0,0.0,0.0,39.3,0.0,0.0,44.4,28.9,77,113
Jason Thompson,20131115,SAC,1,DET,97,SAC,90,27.52,2,8,0.25,0,0,,0,0,,3,6,9,1,0,0,1,3,4,-2,.250,.250,.000,.000,11.9,23.3,17.6,5.7,0.0,0.0,11.1,15.0,70,105
John Salmons,20131115,SAC,1,DET,97,SAC,90,16.03,1,4,0.25,1,2,0.5,0,0,,1,3,4,1,0,0,0,3,3,-8,.375,.375,.500,.000,6.8,20.0,13.5,9.7,0.0,0.0,0.0,11.5,101,106
Isaiah Thomas,20131115,SAC,1,DET,97,SAC,90,31.48,6,11,0.545,3,4,0.75,3,6,0.5,0,2,2,7,0,0,4,1,18,2,.660,.682,.364,.545,0.0,6.8,3.4,42.9,0.0,0.0,22.7,25.7,111,111
Luc Mbah a Moute,20131115,SAC,1,DET,97,SAC,90,29.1,4,7,0.5710000000000001,1,2,0.5,0,0,,0,2,2,1,1,1,0,1,9,-6,.643,.643,.286,.000,0.0,7.3,3.7,6.0,1.8,2.7,0.0,11.1,132,106
Marcus Thornton,20131115,SAC,1,DET,97,SAC,90,23.1,1,6,0.16699999999999998,1,5,0.2,2,2,1.0,1,3,4,2,0,0,0,0,5,3,.363,.250,.833,.333,4.7,13.9,9.3,13.0,0.0,0.0,0.0,13.7,101,109
Chuck Hayes,20131115,SAC,1,DET,97,SAC,90,8.13,1,3,0.33299999999999996,0,0,,1,2,0.5,2,1,3,0,1,0,0,2,3,-3,.387,.333,.000,.667,26.8,13.1,19.9,0.0,6.4,0.0,0.0,21.9,104,94
Travis Outlaw,20131115,SAC,1,DET,97,SAC,90,4.88,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,-2,.532,.000,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,126,114
Patrick Patterson,20131115,SAC,1,DET,97,SAC,90,3.53,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,1,0,0,0,0,1,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,14.8,0.0,0.0,13.0,0,83
Ray McCallum,20131115,SAC,1,DET,97,SAC,90,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmer Fredette,20131115,SAC,1,DET,97,SAC,90,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
