Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Jose Calderon,20150115,NYK,0,MIL,95,NYK,79,37.25,4,8,0.5,3,4,0.75,0,0,,0,3,3,9,1,0,3,3,11,4,.688,.688,.500,.000,0.0,8.6,4.8,50.8,1.4,0.0,27.3,14.5,113,108
Carmelo Anthony,20150115,NYK,0,MIL,95,NYK,79,27.63,7,12,0.583,1,3,0.33299999999999996,10,12,0.833,0,3,3,2,3,1,8,3,25,-19,.723,.625,.250,1.000,0.0,11.6,6.5,21.9,5.8,3.2,31.6,44.9,95,96
Shane Larkin,20150115,NYK,0,MIL,95,NYK,79,19.18,0,4,0.0,0,2,0.0,0,0,,0,1,1,1,0,0,3,5,0,-16,.000,.000,.500,.000,0.0,5.6,3.1,8.9,0.0,0.0,42.9,17.9,8,112
Jason Smith,20150115,NYK,0,MIL,95,NYK,79,14.43,0,4,0.0,0,0,,0,0,,1,3,4,0,0,2,0,2,0,-13,.000,.000,.000,.000,9.5,22.2,16.6,0.0,0.0,12.3,0.0,13.6,17,99
Amar'e Stoudemire,20150115,NYK,0,MIL,95,NYK,79,8.03,0,1,0.0,0,0,,0,0,,1,1,2,0,0,1,0,0,0,-12,.000,.000,.000,.000,17.1,13.3,14.9,0.0,0.0,11.1,0.0,6.1,56,104
Langston Galloway,20150115,NYK,0,MIL,95,NYK,79,28.33,2,9,0.222,1,7,0.14300000000000002,0,0,,0,1,1,4,1,0,4,3,5,-6,.278,.278,.778,.000,0.0,3.8,2.1,27.5,1.9,0.0,30.8,22.5,52,110
Tim Hardaway,20150115,NYK,0,MIL,95,NYK,79,25.6,4,10,0.4,2,5,0.4,0,1,0.0,0,4,4,2,0,0,1,6,10,-7,.479,.500,.500,.100,0.0,16.7,9.4,18.3,0.0,0.0,8.7,21.9,86,107
Travis Wear,20150115,NYK,0,MIL,95,NYK,79,21.35,5,8,0.625,1,1,1.0,2,3,0.667,1,3,4,0,0,0,0,3,13,5,.697,.688,.125,.375,6.4,15.0,11.2,0.0,0.0,0.0,0.0,21.4,134,108
Lance Thomas,20150115,NYK,0,MIL,95,NYK,79,17.68,2,5,0.4,0,0,,3,4,0.75,0,4,4,2,0,0,0,0,7,-2,.518,.400,.000,.800,0.0,24.1,13.6,24.1,0.0,0.0,0.0,18.8,117,105
Lou Amundson,20150115,NYK,0,MIL,95,NYK,79,16.85,3,4,0.75,0,0,,0,0,,1,5,6,1,0,2,2,3,6,4,.750,.750,.000,.000,8.1,31.7,21.4,14.6,0.0,10.6,33.3,17.5,93,95
Cole Aldrich,20150115,NYK,0,MIL,95,NYK,79,14.5,1,3,0.33299999999999996,0,0,,0,0,,1,3,4,1,0,0,0,1,2,-7,.333,.333,.000,.000,9.5,22.1,16.6,13.4,0.0,0.0,0.0,10.2,93,105
Pablo Prigioni,20150115,NYK,0,MIL,95,NYK,79,4.85,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-6,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,115
Quincy Acy,20150115,NYK,0,MIL,95,NYK,79,4.3,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114
