Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
DeAndre Jordan,20150211,LAC,1,LAC,110,HOU,95,43.22,6,8,0.75,0,0,,12,26,0.462,8,12,20,2,3,2,2,4,24,13,.617,.750,.000,3.250,22.8,26.1,24.7,6.9,3.4,5.3,9.3,20.6,126,88
Chris Paul,20150211,LAC,1,LAC,110,HOU,95,37.48,4,14,0.28600000000000003,1,5,0.2,3,4,0.75,0,6,6,12,2,0,5,4,12,9,.381,.321,.357,.286,0.0,15.1,8.5,45.4,2.6,0.0,24.1,23.0,86,97
J.J. Redick,20150211,LAC,1,LAC,110,HOU,95,37.02,9,16,0.563,2,5,0.4,0,0,,0,3,3,4,0,0,1,3,20,20,.625,.625,.313,.000,0.0,7.6,4.3,19.0,0.0,0.0,5.9,19.0,126,106
Matt Barnes,20150211,LAC,1,LAC,110,HOU,95,35.62,4,8,0.5,0,3,0.0,2,2,1.0,1,8,9,2,4,0,4,2,10,9,.563,.500,.375,.250,3.5,21.1,13.5,8.0,5.5,0.0,31.1,15.0,86,88
Spencer Hawes,20150211,LAC,1,LAC,110,HOU,95,19.17,5,9,0.556,0,3,0.0,2,3,0.667,1,2,3,1,0,0,0,4,12,0,.581,.556,.333,.333,6.4,9.8,8.3,9.5,0.0,0.0,0.0,22.3,128,105
Jamal Crawford,20150211,LAC,1,LAC,110,HOU,95,32.13,6,15,0.4,1,4,0.25,7,8,0.875,0,3,3,3,2,0,1,2,20,12,.540,.433,.267,.533,0.0,8.8,5.0,14.9,3.0,0.0,5.1,25.2,118,99
Glen Davis,20150211,LAC,1,LAC,110,HOU,95,16.77,3,5,0.6,0,0,,2,2,1.0,2,2,4,0,1,1,1,4,8,10,.680,.600,.000,.400,14.7,11.2,12.7,0.0,2.9,6.8,14.5,17.0,127,95
Austin Rivers,20150211,LAC,1,LAC,110,HOU,95,14.35,2,6,0.33299999999999996,0,2,0.0,0,0,,0,1,1,1,1,0,1,0,4,0,.333,.333,.333,.000,0.0,6.6,3.7,10.4,3.4,0.0,14.3,20.2,68,99
Hedo Turkoglu,20150211,LAC,1,LAC,110,HOU,95,4.25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109
Ekpe Udoh,20150211,LAC,1,LAC,110,HOU,95,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dahntay Jones,20150211,LAC,1,LAC,110,HOU,95,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Wilcox,20150211,LAC,1,LAC,110,HOU,95,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Griffin,20150211,LAC,1,LAC,110,HOU,95,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
