Date,Team,Pos,Name,Starter,Salary
20150209,LAC,PG,Chris Paul,1,9100
20150209,OKC,PG,Russell Westbrook,1,11200
20150209,NOR,PG,Tyreke Evans,1,7900
20150209,NOR,SG,Eric Gordon,1,5700
20150209,BKN,PG,Jarrett Jack,1,6800
20150209,GSW,PG,Stephen Curry,1,10400
20150209,WAS,PG,John Wall,1,8900
20150209,DEN,PG,Ty Lawson,1,7800
20150209,MIA,PG,Mario Chalmers,1,4500
20150209,ORL,PG,Elfrid Payton,1,5400
20150209,MIL,SG,Khris Middleton,1,6300
20150209,BKN,SG,Joe Johnson,1,5400
20150209,SAS,SG,Danny Green,1,4600
20150209,MIN,SG,Kevin Martin,1,5800
20150209,ATL,PG,Jeff Teague,1,7800
20150209,IND,SG,Rodney Stuckey,1,4300
20150209,SAS,PG,Tony Parker,1,4900
20150209,GSW,PG,Leandro Barbosa,0,3000
20150209,DAL,PG,Jose Barea,1,4600
20150209,MIA,PG,Norris Cole,0,3200
20150209,LAC,SG,Jamal Crawford,0,5200
20150209,ORL,SG,Victor Oladipo,1,6600
20150209,UTA,SG,Elijah Millsap,1,3200
20150209,ATL,SG,Kyle Korver,1,5000
20150209,LAC,SG,J.J. Redick,1,3000
20150209,MIL,PG,Jerryd Bayless,0,4000
20150209,NYK,PG,Langston Galloway,1,5600
20150209,PHI,PG,Tim Frazier,1,4000
20150209,OKC,SG,Andre Roberson,1,3000
20150209,ORL,SG,Evan Fournier,0,3200
20150209,IND,PG,C.J. Watson,0,3500
20150209,NOR,PG,Toney Douglas,0,3000
20150209,SAS,SG,Marco Belinelli,0,3000
20150209,IND,PG,George Hill,1,5000
20150209,WAS,SG,Garrett Temple,1,3000
20150209,MIL,PG,Brandon Knight,1,7400
20150209,GSW,SG,Klay Thompson,1,8100
20150209,MIL,SG,O.J. Mayo,0,4500
20150209,UTA,PG,Dante Exum,1,3300
20150209,MIN,PG,Ricky Rubio,1,5700
20150209,WAS,SG,Rasual Butler,0,3600
20150209,MIA,PG,Shabazz Napier,1,3000
20150209,NYK,PG,Jose Calderon,1,4400
20150209,DEN,SG,Randy Foye,0,3000
20150209,OKC,PG,Reggie Jackson,0,3300
20150209,ATL,SG,Kent Bazemore,0,3500
20150209,BKN,SG,Alan Anderson,1,3200
20150209,ATL,PG,Dennis Schroder,0,3700
20150209,DAL,PG,Devin Harris,0,4500
20150209,SAS,PG,Patty Mills,0,3000
20150209,NYK,PG,Shane Larkin,0,3000
20150209,GSW,PG,Shaun Livingston,0,3000
20150209,OKC,SG,Anthony Morrow,0,3000
20150209,DEN,SG,Arron Afflalo,1,5200
20150209,MIN,PG,Maurice Williams,0,5000
20150209,WAS,PG,Andre Miller,0,3000
20150209,BKN,PG,Deron Williams,0,5100
20150209,NOR,SG,Quincy Pondexter,0,3000
20150209,LAC,PG,Austin Rivers,0,3000
20150209,UTA,PG,Trey Burke,0,4800
20150209,NYK,SG,Tim Hardaway Jr.,0,4400
20150209,ORL,SG,Willie Green,0,3100
20150209,DAL,PG,Raymond Felton,0,3000
20150209,SAS,PG,Cory Joseph,0,3000
20150209,OKC,SG,Dion Waiters,0,4200
20150209,MIN,PG,Zach LaVine,0,3000
20150209,MIL,PG,Jorge Gutierrez,0,3000
20150209,DAL,SG,Monta Ellis,1,7700
20150209,UTA,SG,Ian Clark,0,3000
20150209,LAC,SG,Dahntay Jones,0,3000
20150209,MIA,SG,Tyler Johnson,0,3500
20150209,DAL,SG,Ricky Ledo,0,3000
20150209,LAC,SG,C.J. Wilcox,0,3000
20150209,DEN,PG,Erick Green,0,3000
20150209,ATL,SG,John Jenkins,0,3000
20150209,NOR,PG,Jimmer Fredette,0,3000
20150209,DEN,SG,Gary Harris,0,3000
20150209,MIN,PG,Troy Daniels,0,3000
20150209,UTA,SF,Gordon Hayward,1,7900
20150209,OKC,SF,Kevin Durant,1,10000
20150209,MIA,PF,Chris Bosh,1,7300
20150209,NYK,SF,Carmelo Anthony,1,8800
20150209,IND,PF,David West,1,6300
20150209,ATL,PF,Paul Millsap,1,7800
20150209,MIL,SF,Giannis Antetokounmpo,1,6600
20150209,SAS,PF,Tim Duncan,1,7400
20150209,DAL,SF,Chandler Parsons,1,6000
20150209,PHI,PF,Robert Covington,1,6100
20150209,ATL,SF,DeMarre Carroll,1,4600
20150209,DEN,PF,Kenneth Faried,1,5800
20150209,MIL,SF,Jared Dudley,1,4000
20150209,UTA,PF,Derrick Favors,1,7200
20150209,DAL,PF,Charlie Villanueva,0,3000
20150209,OKC,PF,Mitch McGary,0,3000
20150209,MIN,PF,Thaddeus Young,1,6000
20150209,PHI,SF,Luc Mbah a Moute,1,4500
20150209,LAC,SF,Matt Barnes,1,3900
20150209,DEN,SF,Wilson Chandler,1,5200
20150209,GSW,SF,Andre Iguodala,0,3500
20150209,MIN,SF,Andrew Wiggins,1,6300
20150209,MIN,SF,Shabazz Muhammad,0,3000
20150209,NYK,PF,Amare Stoudemire,0,3900
20150209,DAL,PF,Dirk Nowitzki,1,6200
20150209,NOR,SF,Luke Babbitt,0,3000
20150209,BKN,SF,Bojan Bogdanovic,0,3000
20150209,OKC,PF,Serge Ibaka,1,6600
20150209,SAS,SF,Kawhi Leonard,1,7700
20150209,DEN,PF,Darrell Arthur,0,3000
20150209,MIA,SF,Luol Deng,1,5000
20150209,IND,SF,C.J. Miles,1,4500
20150209,WAS,PF,Nene Hilario,1,4600
20150209,NYK,PF,Louis Amundson,1,3900
20150209,MIL,PF,John Henson,1,5800
20150209,PHI,PF,JaKarr Sampson,1,3000
20150209,NOR,SF,Dante Cunningham,1,3000
20150209,ATL,PF,Mike Scott,0,3100
20150209,DAL,SF,Al-Farouq Aminu,0,4500
20150209,UTA,SF,Steve Novak,0,3000
20150209,SAS,PF,Boris Diaw,0,3000
20150209,LAC,SF,Hedo Turkoglu,0,3000
20150209,IND,PF,Luis Scola,0,3200
20150209,GSW,PF,David Lee,0,4800
20150209,PHI,SF,Jerami Grant,0,3200
20150209,IND,SF,Solomon Hill,0,3300
20150209,UTA,PF,Trevor Booker,0,3000
20150209,WAS,PF,Drew Gooden,0,3000
20150209,WAS,PF,Kevin Seraphin,0,3000
20150209,GSW,SF,Harrison Barnes,1,4400
20150209,GSW,PF,Draymond Green,1,7500
20150209,DAL,SF,Richard Jefferson,0,3000
20150209,BKN,PF,Kevin Garnett,1,3200
20150209,WAS,SF,Martell Webster,0,3000
20150209,WAS,SF,Paul Pierce,1,4400
20150209,PHI,SF,K.J. McDaniels,0,4000
20150209,MIA,SF,Danny Granger,0,3000
20150209,ORL,SF,Maurice Harkless,0,3000
20150209,ORL,PF,Channing Frye,1,3000
20150209,GSW,PF,Marreese Speights,0,3600
20150209,ATL,PF,Elton Brand,0,3000
20150209,DEN,PF,J.J. Hickson,0,3400
20150209,MIL,PF,Ersan Ilyasova,0,3000
20150209,MIN,PF,Anthony Bennett,0,3000
20150209,WAS,PF,Kris Humphries,0,4400
20150209,BKN,PF,Cory Jefferson,0,3000
20150209,PHI,SF,Hollis Thompson,0,4400
20150209,ORL,PF,Aaron Gordon,1,3000
20150209,NYK,PF,Quincy Acy,0,3300
20150209,NYK,PF,Andrea Bargnani,0,3000
20150209,DAL,PF,Dwight Powell,0,3000
20150209,DEN,SF,Danilo Gallinari,0,3600
20150209,NYK,PF,Lance Thomas,0,3300
20150209,MIA,PF,Udonis Haslem,0,3000
20150209,SAS,PF,Matt Bonner,1,3000
20150209,WAS,SF,Otto Porter,0,3000
20150209,LAC,PF,Glen Davis,0,3000
20150209,IND,PF,Damjan Rudez,0,3000
20150209,LAC,C,DeAndre Jordan,1,7500
20150209,ATL,C,Al Horford,1,7900
20150209,DEN,C,Jusuf Nurkic,1,4500
20150209,WAS,C,Marcin Gortat,1,5000
20150209,MIN,C,Gorgui Dieng,0,5400
20150209,UTA,C,Enes Kanter,1,5900
20150209,PHI,C,Nerlens Noel,1,5400
20150209,BKN,C,Mason Plumlee,1,4700
20150209,NOR,C,Omer Asik,1,4200
20150209,IND,C,Roy Hibbert,1,5600
20150209,GSW,C,Andrew Bogut,1,4800
20150209,ORL,C,Nikola Vucevic,1,8500
20150209,MIN,C,Nikola Pekovic,1,4600
20150209,BKN,C,Brook Lopez,0,6500
20150209,MIA,C,Chris Andersen,0,3200
20150209,UTA,C,Rudy Gobert,0,4900
20150209,MIA,C,Hassan Whiteside,1,7900
20150209,NYK,C,Jason Smith,1,5200
20150209,ORL,C,Dewayne Dedmon,0,3000
20150209,MIL,C,Zaza Pachulia,0,3000
20150209,NOR,C,Alexis Ajinca,1,3300
20150209,PHI,C,Henry Sims,0,3100
20150209,ORL,C,Kyle O'Quinn,0,3200
20150209,SAS,C,Tiago Splitter,0,3000
20150209,OKC,C,Nick Collison,0,3000
20150209,IND,C,Shayne Whittington,0,3000
20150209,NOR,C,Jeff Withey,0,3000
20150209,SAS,C,Aron Baynes,0,3000
