Date,Team,Pos,Name,Starter,Salary
20141101,GSW,PG,Stephen Curry,1,10200
20141101,NOR,SG,Tyreke Evans,1,6600
20141101,HOU,SG,James Harden,1,10000
20141101,BKN,SG,Joe Johnson,1,6100
20141101,WAS,PG,John Wall,1,9500
20141101,GSW,SG,Klay Thompson,1,7100
20141101,ATL,PG,Jeff Teague,1,7200
20141101,MIN,SG,Kevin Martin,1,4800
20141101,UTA,SG,Gordon Hayward,1,7200
20141101,NOR,PG,Jrue Holiday,1,7200
20141101,PHI,PG,Tony Wroten,1,6500
20141101,MIL,PG,Brandon Knight,1,7500
20141101,TOR,SG,DeMar DeRozan,1,7800
20141101,MIN,PG,Ricky Rubio,1,7200
20141101,LAL,SG,Kobe Bryant,1,7800
20141101,MIA,PG,Mario Chalmers,0,5500
20141101,CHI,SG,Jimmy Butler,1,5000
20141101,TOR,PG,Kyle Lowry,1,8200
20141101,DET,PG,Brandon Jennings,1,5800
20141101,DEN,PG,Ty Lawson,1,6800
20141101,ORL,PG,Elfrid Payton,1,4000
20141101,PHO,SG,Eric Bledsoe,1,7200
20141101,BOS,PG,Rajon Rondo,1,8000
20141101,PHO,SG,Gerald Green,0,4000
20141101,DAL,SG,Monta Ellis,1,7500
20141101,MIA,SG,Dwyane Wade,1,7200
20141101,IND,PG,Donald Sloan,1,5900
20141101,OKC,PG,Sebastian Telfair,1,4600
20141101,MIL,PG,Jerryd Bayless,0,3000
20141101,BKN,PG,Deron Williams,1,7400
20141101,DAL,PG,Devin Harris,0,4400
20141101,WAS,SG,Garrett Temple,1,3400
20141101,CHI,PG,Aaron Brooks,0,3600
20141101,MEM,PG,Mike Conley,1,7000
20141101,DEN,SG,Arron Afflalo,1,5500
20141101,UTA,PG,Dante Exum,0,3600
20141101,MIA,PG,Norris Cole,1,4700
20141101,UTA,SG,Alec Burks,1,5500
20141101,HOU,PG,Isaiah Canaan,1,3000
20141101,ATL,SG,Kyle Korver,1,5200
20141101,DAL,PG,Jameer Nelson,1,4400
20141101,UTA,PG,Trey Burke,1,6400
20141101,CHA,SG,Gary Neal,0,3100
20141101,ORL,SG,Evan Fournier,1,4200
20141101,LAL,PG,Jeremy Lin,1,4700
20141101,MIA,PG,Shabazz Napier,0,3100
20141101,CHA,SG,Lance Stephenson,1,7000
20141101,MEM,SG,Tony Allen,1,3900
20141101,CHA,PG,Kemba Walker,1,8000
20141101,CHI,PG,Kirk Hinrich,1,3500
20141101,DET,SG,Kentavious Caldwell-Pope,1,4200
20141101,PHO,PG,Isaiah Thomas,0,5900
20141101,MEM,PG,Beno Udrih,0,3000
20141101,HOU,SG,Jason Terry,0,3100
20141101,PHI,PG,Alexey Shved,0,4500
20141101,LAL,PG,Ronnie Price,0,3000
20141101,PHO,PG,Goran Dragic,1,7100
20141101,GSW,PG,Leandro Barbosa,0,3000
20141101,ATL,SG,Thabo Sefolosha,0,3000
20141101,DAL,PG,Jose Barea,0,3000
20141101,MEM,SG,Vince Carter,0,3900
20141101,CHA,PG,Brian Roberts,0,3000
20141101,ATL,PG,Shelvin Mack,0,3000
20141101,CHA,SG,Gerald Henderson,0,3400
20141101,TOR,PG,Greivis Vasquez,0,3600
20141101,NOR,PG,Austin Rivers,0,3000
20141101,MIL,SG,Giannis Antetokounmpo,0,5400
20141101,DEN,PG,Randy Foye,0,3800
20141101,ORL,SG,Ben Gordon,0,4000
20141101,ATL,SG,Kent Bazemore,0,3000
20141101,DET,PG,D.J. Augustin,0,4700
20141101,BOS,SG,Marcus Thornton,0,3000
20141101,TOR,PG,Louis Williams,0,3000
20141101,BOS,PG,Avery Bradley,1,4400
20141101,LAL,SG,Wayne Ellington,0,3000
20141101,MIA,SG,James Ennis,0,3000
20141101,GSW,PG,Shaun Livingston,0,3000
20141101,BOS,SG,James Young,0,3000
20141101,MIN,PG,Maurice Williams,0,3300
20141101,BKN,PG,Jarrett Jack,0,4500
20141101,MIL,SG,O.J. Mayo,0,4500
20141101,LAL,PG,Jordan Clarkson,0,3000
20141101,PHO,SG,Archie Goodwin,0,3000
20141101,BKN,SG,Alan Anderson,0,3000
20141101,ORL,PG,Luke Ridnour,0,3400
20141101,DEN,PG,Nate Robinson,0,3000
20141101,BKN,SG,Bojan Bogdanovic,1,4400
20141101,MEM,SG,Quincy Pondexter,0,3000
20141101,WAS,SG,Glen Rice Jr.,0,3000
20141101,MIL,PG,Kendall Marshall,0,3000
20141101,CHI,SG,Tony Snell,0,3000
