Date,Team,Pos,Name,Starter,Salary
20150221,OKC,PG,Russell Westbrook,1,10600
20150221,HOU,SG,Corey Brewer,0,3300
20150221,CHA,PG,Maurice Williams,1,5000
20150221,NOR,SG,Eric Gordon,1,5600
20150221,LAC,PG,Austin Rivers,0,3000
20150221,PHO,SG,Eric Bledsoe,1,7900
20150221,HOU,SG,James Harden,1,10500
20150221,LAC,SG,Jamal Crawford,0,5800
20150221,LAC,SG,J.J. Redick,1,3800
20150221,SAC,PG,Ray McCallum,1,3000
20150221,NOR,PG,Tyreke Evans,1,8200
20150221,CHI,SG,Jimmy Butler,1,7600
20150221,CHI,PG,Derrick Rose,1,7900
20150221,MIA,SG,Dwyane Wade,1,7200
20150221,MIA,PG,Mario Chalmers,0,4500
20150221,NOR,PG,Norris Cole,0,3200
20150221,LAC,PG,Chris Paul,1,9900
20150221,TOR,SG,DeMar DeRozan,1,7200
20150221,CHA,SG,Gerald Henderson,1,5500
20150221,CHI,PG,Aaron Brooks,0,3500
20150221,OKC,PG,D.J. Augustin,0,4400
20150221,MIA,SG,James Ennis,0,3000
20150221,MIA,PG,Goran Dragic,1,6100
20150221,HOU,PG,Patrick Beverley,1,4300
20150221,OKC,SG,Dion Waiters,0,3500
20150221,CHA,SG,Lance Stephenson,0,4400
20150221,TOR,PG,Greivis Vasquez,0,3200
20150221,PHO,SG,Gerald Green,1,3000
20150221,SAC,SG,Ben McLemore,1,3800
20150221,TOR,PG,Kyle Lowry,1,7200
20150221,PHO,SG,Archie Goodwin,0,3000
20150221,NOR,SG,Quincy Pondexter,1,3000
20150221,HOU,SG,Jason Terry,0,3000
20150221,MIA,PG,Shabazz Napier,0,3000
20150221,OKC,SG,Anthony Morrow,0,3100
20150221,LAC,SG,C.J. Wilcox,0,3000
20150221,CHA,PG,Brian Roberts,0,4800
20150221,SAC,PG,Andre Miller,0,3000
20150221,SAC,SG,Nik Stauskas,0,3000
20150221,LAC,SG,Dahntay Jones,0,3000
20150221,OKC,SG,Andre Roberson,1,3000
20150221,HOU,PG,Pablo Prigioni,0,3000
20150221,TOR,SG,Landry Fields,0,3000
20150221,MIA,SG,Tyler Johnson,0,3000
20150221,TOR,SF,James Johnson,1,4200
20150221,CHI,PF,Pau Gasol,1,9700
20150221,OKC,PF,Serge Ibaka,1,6800
20150221,HOU,PF,Donatas Motiejunas,1,5500
20150221,PHO,SF,P.J. Tucker,1,4700
20150221,SAC,SF,Omri Casspi,0,3000
20150221,CHA,PF,Cody Zeller,1,4800
20150221,CHA,SF,Michael Kidd-Gilchrist,1,5600
20150221,OKC,PF,Mitch McGary,0,3800
20150221,HOU,PF,Terrence Jones,0,3800
20150221,LAC,SF,Matt Barnes,1,4500
20150221,SAC,SF,Rudy Gay,1,7300
20150221,CHI,SF,Mike Dunleavy,1,3600
20150221,LAC,PF,Glen Davis,0,3300
20150221,CHA,PF,Marvin Williams,0,3600
20150221,HOU,SF,Josh Smith,0,6900
20150221,PHO,PF,Markieff Morris,1,6300
20150221,PHO,PF,Marcus Morris,0,3500
20150221,NOR,SF,Dante Cunningham,0,3000
20150221,PHO,PF,Brandan Wright,0,3000
20150221,SAC,PF,Carl Landry,0,3000
20150221,CHI,PF,Taj Gibson,0,4800
20150221,HOU,SF,Trevor Ariza,1,5700
20150221,NOR,SF,Luke Babbitt,0,3500
20150221,TOR,SF,Terrence Ross,0,3000
20150221,SAC,SF,Derrick Williams,0,3200
20150221,MIA,PF,Udonis Haslem,1,3000
20150221,LAC,SF,Hedo Turkoglu,0,3000
20150221,OKC,SF,Kyle Singler,1,3000
20150221,NOR,PF,Anthony Davis,1,10800
20150221,TOR,PF,Amir Johnson,1,4200
20150221,CHI,PF,Nikola Mirotic,0,3000
20150221,TOR,PF,Patrick Patterson,0,4100
20150221,CHA,PF,Jason Maxiell,0,3000
20150221,MIA,SF,Luol Deng,1,5100
20150221,CHI,SF,Tony Snell,0,4900
20150221,SAC,PF,Jason Thompson,1,3200
20150221,TOR,PF,Tyler Hansbrough,0,3000
20150221,NOR,PF,Ryan Anderson,0,5200
20150221,TOR,PF,Chuck Hayes,0,3000
20150221,HOU,SF,Kostas Papanikolaou,0,3000
20150221,HOU,SF,K.J. McDaniels,0,3500
20150221,CHA,SF,Jeffery Taylor,0,3000
20150221,MIA,C,Hassan Whiteside,1,7600
20150221,CHA,C,Al Jefferson,1,8000
20150221,LAC,C,DeAndre Jordan,1,8400
20150221,SAC,C,DeMarcus Cousins,1,10600
20150221,CHI,C,Joakim Noah,1,6900
20150221,OKC,C,Enes Kanter,1,4900
20150221,NOR,C,Omer Asik,1,4300
20150221,TOR,C,Jonas Valanciunas,1,4800
20150221,PHO,C,Alex Len,1,3000
20150221,OKC,C,Nick Collison,0,3200
20150221,LAC,C,Spencer Hawes,1,3700
20150221,MIA,C,Chris Andersen,0,3000
20150221,HOU,C,Joey Dorsey,1,3000
20150221,NOR,C,Alexis Ajinca,0,4300
20150221,LAC,C,Ekpe Udoh,0,3000
20150221,SAC,C,Ryan Hollins,0,3000
20150221,NOR,C,Jeff Withey,0,3000
20150221,TOR,C,Lucas Nogueira,0,3000
20150221,TOR,C,Greg Stiemsma,0,3000
20150221,PHO,NA,Brandon Knight,0,N/A
20150221,SAC,NA,David Stockton,0,N/A
