Date,Team,Pos,Name,Starter,Salary
20150212,CHI,PG,Derrick Rose,1,7700
20150212,CLE,PG,Kyrie Irving,1,8200
20150212,CLE,SG,J.R. Smith,1,4400
20150212,CHI,PG,Aaron Brooks,0,3300
20150212,CLE,SG,James Jones,0,3000
20150212,CLE,SG,Iman Shumpert,0,3500
20150212,CHI,PF,Pau Gasol,1,9600
20150212,CLE,SF,LeBron James,1,10300
20150212,CHI,SF,Tony Snell,1,4000
20150212,CLE,PF,Tristan Thompson,1,4600
20150212,CHI,PF,Taj Gibson,0,4900
20150212,CHI,PF,Nikola Mirotic,0,3200
20150212,CHI,SF,Mike Dunleavy,1,3500
20150212,CLE,SF,Matthew Dellavedova,0,3000
20150212,CLE,SF,Mike Miller,0,3000
20150212,CLE,SF,Shawn Marion,0,3000
20150212,CHI,SF,Doug McDermott,0,3000
20150212,CHI,C,Joakim Noah,1,6200
20150212,CLE,C,Timofey Mozgov,1,5100
