Date,Team,Pos,Name,Starter,Salary
20190401,MIL,PG,Eric Bledsoe,1,7600
20190401,CHA,PG,Kemba Walker,1,8800
20190401,MIA,PG,Goran Dragic,1,6500
20190401,PHO,PG/SG,Devin Booker,1,10100
20190401,BKN,PG/SG,D'Angelo Russell,1,8900
20190401,UTA,PG/SG,Donovan Mitchell,1,8400
20190401,BOS,PG,Kyrie Irving,1,9300
20190401,UTA,PG,Ricky Rubio,1,6200
20190401,POR,PG,Damian Lillard,1,10000
20190401,TOR,PG,Kyle Lowry,1,7200
20190401,MIN,PG,Tyus Jones,1,5600
20190401,BKN,PG/SF,Caris LeVert,0,5500
20190401,PHI,PG/SF,Ben Simmons,1,9000
20190401,CLE,PG/SG,Jordan Clarkson,0,6100
20190401,MIA,PG/SG,Dwyane Wade,0,6700
20190401,DET,PG/SG,Reggie Jackson,1,5200
20190401,DAL,PG/SG,Trey Burke,0,4000
20190401,MIL,PG/SG,George Hill,0,3200
20190401,CLE,PG,Collin Sexton,1,6400
20190401,NYK,PG,Emmanuel Mudiay,1,6100
20190401,TOR,PG/SG,Fred VanVleet,0,6100
20190401,CHI,PG/SF,Shaquille Harrison,1,6500
20190401,PHO,PG/SG,Jamal Crawford,0,3400
20190401,PHI,PG/SG,T.J. McConnell,0,3300
20190401,ORL,PG,Michael Carter-Williams,0,3800
20190401,POR,PG/SG,Seth Curry,0,4900
20190401,DAL,PG/SG,Jalen Brunson,1,5400
20190401,MIL,PG,Tim Frazier,0,3000
20190401,MIN,PG/SG,Jerryd Bayless,0,3300
20190401,BOS,PG/SG,Marcus Smart,1,5000
20190401,CHI,PG/SG,Walter Lemon Jr.,1,3000
20190401,IND,PG/SG,Aaron Holiday,0,3100
20190401,NYK,PG/SG,Kadeem Allen,0,3700
20190401,CHA,PG/SG,Malik Monk,0,3500
20190401,CHI,PG/SG,Ryan Arcidiacono,0,4500
20190401,ORL,PG,D.J. Augustin,1,6100
20190401,DET,PG/SG,Langston Galloway,0,3600
20190401,BKN,PG/SG,Spencer Dinwiddie,0,5600
20190401,CLE,PG/SG,Brandon Knight,1,3700
20190401,MIN,PG/SG,Cameron Reynolds,0,3200
20190401,CHA,PG/SG,Devonte' Graham,0,3400
20190401,IND,PG/SG,Cory Joseph,1,3400
20190401,BOS,PG/SG,Terry Rozier,0,5400
20190401,DET,PG,Ishmael Smith,0,4600
20190401,UTA,PG,Raul Neto,0,3200
20190401,DAL,PG/SG,Daryl Macon,0,3000
20190401,NYK,PG/SG,John Jenkins,0,3000
20190401,TOR,PG/SG,Jeremy Lin,0,4000
20190401,CHI,PG/SG,Antonio Blakeney,0,4500
20190401,PHO,PG/SG,Jimmer Fredette,0,3000
20190401,PHO,PG,Elie Okobo,1,3000
20190401,TOR,PG/SG,Jordan Loyd,0,3000
20190401,TOR,SG,Jodie Meeks,0,3300
20190401,CHI,PG/SG,Brandon Sampson,0,3600
20190401,ORL,PG,Jerian Grant,0,3100
20190401,PHI,PG/SG,Shake Milton,0,3000
20190401,POR,PG/SG,Anfernee Simons,0,3100
20190401,UTA,PG/SG,Grayson Allen,0,3000
20190401,CHA,PG/SG,Shelvin Mack,0,3000
20190401,POR,SG,Gary Trent Jr.,0,3000
20190401,DET,PG,Jose Calderon,0,3000
20190401,UTA,PG/SG,Nazareth Mitrou-Long,0,3000
20190401,PHO,PG,De'Anthony Melton,0,3600
20190401,BOS,PG/SG,Brad Wanamaker,0,3200
20190401,DET,SG,Khyri Thomas,0,3000
20190401,MIN,PG/SG,Jared Terrell,0,3000
20190401,BKN,PG/SG,Shabazz Napier,0,3000
20190401,DAL,PG/SG,Devin Harris,0,3400
20190401,DET,PG/SF,Sviatoslav Mykhailiuk,0,3000
20190401,CHA,PG,Joe Chealey,0,3000
20190401,ORL,PG/SG,Markelle Fultz,0,3000
20190401,POR,PG/SG,C.J. McCollum,0,6700
20190401,MIL,PG/SG,Malcolm Brogdon,0,4900
20190401,IND,PG/SG,Victor Oladipo,0,3000
20190401,CHI,PG/SG,Zach LaVine,0,8000
