Date,Team,Pos,Name,Starter,Salary
20190117,OKC,PG,Russell Westbrook,1,11800
20190117,LAL,PG,Lonzo Ball,1,6400
20190117,PHO,PG/SG,Devin Booker,1,7800
20190117,TOR,PG,Kyle Lowry,1,7400
20190117,LAL,PG/SG,Josh Hart,0,4100
20190117,CHA,PG,Kemba Walker,1,8700
20190117,DEN,PG/SG,Jamal Murray,1,7300
20190117,PHI,PG/SF,Ben Simmons,1,9200
20190117,LAL,PG/SG,Brandon Ingram,1,6300
20190117,SAC,PG,De'Aaron Fox,1,8100
20190117,IND,PG/SG,Victor Oladipo,1,7600
20190117,CHA,PG,Tony Parker,0,3700
20190117,DEN,PG/SG,Malik Beasley,1,4900
20190117,TOR,PG/SG,Fred VanVleet,1,5400
20190117,IND,PG,Darren Collison,1,5400
20190117,PHI,PG/SG,T.J. McConnell,0,3700
20190117,CHI,PG/SG,Zach LaVine,1,6500
20190117,TOR,PG/SG,Delon Wright,0,4600
20190117,DEN,SG,Gary Harris,0,5200
20190117,IND,PG,Cory Joseph,0,3700
20190117,DEN,PG,Monte Morris,0,3600
20190117,PHO,PG,Elie Okobo,0,3200
20190117,PHO,PG,De'Anthony Melton,1,4300
20190117,OKC,PG/SG,Dennis Schroder,0,5700
20190117,CHI,PG/SG,Kris Dunn,1,6200
20190117,PHI,PG/SG,Landry Shamet,0,3200
20190117,SAC,PG/SG,Yogi Ferrell,0,3100
20190117,CHI,PG,Ryan Arcidiacono,0,3200
20190117,CHI,PG/SF,Shaquille Harrison,0,3400
20190117,CHI,PG/SG,Antonio Blakeney,0,3100
20190117,CHA,PG/SG,Malik Monk,0,3500
20190117,DEN,PG/SG,Brandon Goodwin,0,3000
20190117,IND,PG/SG,Aaron Holiday,0,3100
20190117,SAC,PG/SG,Frank Mason III,0,3000
20190117,CHA,PG/SG,Devonte' Graham,0,3400
20190117,OKC,PG/SG,Raymond Felton,0,3000
20190117,PHO,SG,Troy Daniels,0,3000
20190117,CHA,PG,Joe Chealey,0,3000
20190117,PHI,PG/SG,Shake Milton,0,3000
20190117,LAL,PG/SF,Isaac Bonga,0,3000
20190117,OKC,PG/SG,Deonte Burton,0,3000
20190117,PHO,PG,Jawun Evans,0,3000
20190117,PHI,PG/SG,Markelle Fultz,0,3000
20190117,TOR,PG/SG,Jordan Loyd,0,3000
20190117,PHO,PG/SG,Jamal Crawford,0,3600
20190117,CHI,PG,Rawle Alkins,0,3000
20190117,CHA,SG,J.P. Macura,0,3000
20190117,LAL,PG/SG,Alex Caruso,0,3000
20190117,CHI,PG/SF,Denzel Valentine,0,3000
20190117,IND,PG,Edmond Sumner,0,3000
20190117,LAL,PG,Rajon Rondo,0,5000
20190117,DEN,PG,Isaiah Thomas,0,4000
20190117,CHI,PG/SG,Brandon Sampson,0,3000
20190117,LAL,SF/PF,Kyle Kuzma,1,6900
20190117,OKC,SF/PF,Paul George,1,9800
20190117,PHI,SG/SF,Jimmy Butler,1,6800
20190117,CHI,PF,Lauri Markkanen,1,5900
20190117,IND,SF/PF,Thaddeus Young,1,5800
20190117,PHI,SG/SF,J.J. Redick,1,5400
20190117,SAC,SG/SF,Buddy Hield,1,6100
20190117,PHO,SG/SF,Kelly Oubre,0,5200
20190117,OKC,SG/SF,Terrance Ferguson,1,3400
20190117,PHO,SG/SF,Mikal Bridges,1,3700
20190117,CHA,SF/PF,Marvin Williams,1,4800
20190117,OKC,PF,Jerami Grant,1,5500
20190117,PHO,SF/PF,T.J. Warren,1,6000
20190117,CHA,SG/SF,Jeremy Lamb,1,5700
20190117,CHI,SF/PF,Jabari Parker,0,3600
20190117,CHA,SF/PF,Michael Kidd-Gilchrist,0,3500
20190117,DEN,SF/PF,Trey Lyles,0,3400
20190117,DEN,SG/SF,Torrey Craig,1,3900
20190117,SAC,SG/SF,Bogdan Bogdanovic,0,5500
20190117,CHA,SF/PF,Miles Bridges,0,3200
20190117,LAL,SG/SF,Kentavious Caldwell-Pope,1,4700
20190117,DEN,SF/PF,Juan Hernangomez,0,3300
20190117,TOR,SG/SF,C.J. Miles,0,3400
20190117,CHA,SG/SF,Nicolas Batum,1,4900
20190117,CHI,SF/PF,Chandler Hutchison,1,3700
20190117,PHI,SF/PF,Wilson Chandler,1,3800
20190117,IND,SG/SF,Tyreke Evans,0,4000
20190117,SAC,SF/PF,Nemanja Bjelica,1,4500
20190117,LAL,SG/SF,Sviatoslav Mykhailiuk,0,3000
20190117,TOR,SG/SF,Danny Green,1,4800
20190117,PHI,PF,Jonah Bolden,0,3300
20190117,SAC,SF/PF,Justin Jackson,0,3500
20190117,IND,SG/SF,Bojan Bogdanovic,1,5600
20190117,LAL,SF/PF,Michael Beasley,0,3600
20190117,PHO,SF/PF,Josh Jackson,0,4600
20190117,TOR,SG/SF,Norman Powell,0,3900
20190117,SAC,SG/SF,Iman Shumpert,1,3700
20190117,LAL,SG/SF,Lance Stephenson,0,3400
20190117,CHI,SG/SF,Wayne Selden,0,3300
20190117,OKC,SG/SF,Hamidou Diallo,0,3000
20190117,IND,SF/PF,TJ Leaf,0,3100
20190117,IND,SF/PF,Doug McDermott,0,3100
20190117,OKC,SF,Abdel Nader,0,3200
20190117,PHI,SG/SF,Furkan Korkmaz,0,3200
20190117,TOR,SG/SF,Patrick McCaw,0,3700
20190117,SAC,SG/SF,Ben McLemore,0,3000
20190117,CHA,SG/SF,Dwayne Bacon,0,3000
20190117,IND,PF,Alize Johnson,0,3000
20190117,DEN,PF,Tyler Lydon,0,3000
20190117,PHI,SG/SF,Corey Brewer,0,3000
20190117,OKC,SG/SF,Timothe Luwawu,0,3000
20190117,TOR,SF/PF,Kawhi Leonard,0,9600
20190117,TOR,SF/PF,OG Anunoby,0,3400
20190117,TOR,SG/SF,Malachi Richardson,0,3000
20190117,DEN,SF/PF,Jarred Vanderbilt,0,3000
20190117,LAL,SF/PF,LeBron James,0,10500
20190117,IND,SG/SF,Davon Reed,0,3000
20190117,OKC,SG/SF,Andre Roberson,0,3000
20190117,SAC,SF/PF,Wenyen Gabriel,0,3000
20190117,DEN,SG/SF,Will Barton,0,5300
20190117,PHO,SG/SF,George King,0,3000
20190117,OKC,SF/PF,Donte Grantham,0,3000
20190117,SAC,SF/PF,Troy Williams,0,3000
20190117,OKC,SG/SF,Alex Abrines,0,3100
20190117,DEN,SF/PF,Michael Porter,0,3000
20190117,PHI,SG/SF,Haywood Highsmith,0,3000
20190117,PHI,SG/SF,Zhaire Smith,0,3000
20190117,PHI,C,Joel Embiid,1,10100
20190117,DEN,C,Nikola Jokic,1,10600
20190117,PHO,C,Deandre Ayton,1,6600
20190117,OKC,C,Steven Adams,1,7200
20190117,LAL,C,Ivica Zubac,0,3400
20190117,TOR,PF/C,Pascal Siakam,1,7000
20190117,CHA,C,Guillermo Hernangomez,0,3800
20190117,IND,C,Myles Turner,1,6700
20190117,SAC,C,Willie Cauley-Stein,1,6500
20190117,CHI,PF/C,Bobby Portis,1,4600
20190117,TOR,PF/C,Serge Ibaka,1,6500
20190117,DEN,PF/C,Paul Millsap,1,5800
20190117,CHI,C,Robin Lopez,0,3100
20190117,SAC,PF/C,Marvin Bagley,0,5200
20190117,PHI,PF/C,Mike Muscala,0,3400
20190117,IND,PF/C,Domantas Sabonis,0,7100
20190117,DEN,PF/C,Mason Plumlee,0,4400
20190117,LAL,C,Tyson Chandler,1,3500
20190117,TOR,C,Greg Monroe,0,3500
20190117,OKC,PF/C,Patrick Patterson,0,3300
20190117,SAC,PF/C,Harry Giles,0,3900
20190117,LAL,PF/C,Moritz Wagner,0,3000
20190117,OKC,C,Nerlens Noel,0,3400
