Date,Team,Pos,Name,Starter,Salary
20181121,HOU,PG/SG,James Harden,1,10900
20181121,TOR,PG,Kyle Lowry,1,8200
20181121,NYK,PG/SG,Trey Burke,0,4200
20181121,BOS,PG,Kyrie Irving,1,9000
20181121,NOR,PG/SG,Jrue Holiday,1,8100
20181121,MEM,PG,Mike Conley,1,7500
20181121,OKC,PG,Russell Westbrook,1,10700
20181121,OKC,PG/SG,Dennis Schroder,0,6200
20181121,SAC,PG,De'Aaron Fox,1,6400
20181121,PHI,PG/SF,Ben Simmons,1,8600
20181121,UTA,PG/SG,Donovan Mitchell,1,7200
20181121,DAL,PG,Luka Doncic,1,6800
20181121,CHI,PG/SG,Zach LaVine,1,7900
20181121,GSW,SG,Klay Thompson,1,6600
20181121,CHA,PG,Kemba Walker,1,9800
20181121,PHO,PG/SG,Devin Booker,1,8700
20181121,POR,PG,Damian Lillard,1,9200
20181121,DEN,PG/SG,Jamal Murray,1,6800
20181121,HOU,PG,Chris Paul,1,8300
20181121,BKN,PG/SG,Spencer Dinwiddie,0,5900
20181121,LAL,PG,Lonzo Ball,1,5600
20181121,ATL,PG/SG,Jeremy Lin,0,4000
20181121,MIN,PG/SG,Derrick Rose,0,6300
20181121,UTA,PG,Ricky Rubio,1,6500
20181121,MIL,PG/SG,Eric Bledsoe,1,6700
20181121,DAL,PG/SG,Devin Harris,0,3200
20181121,CLE,PG/SG,Jordan Clarkson,0,5200
20181121,DAL,PG/SG,Jose Barea,0,4400
20181121,CHA,SG,Dwayne Bacon,0,3100
20181121,BKN,PG/SG,D'Angelo Russell,1,7200
20181121,DEN,SG,Gary Harris,1,5800
20181121,POR,PG/SG,C.J. McCollum,1,6400
20181121,CHI,PG,Ryan Arcidiacono,1,3800
20181121,MEM,PG/SF,Kyle Anderson,1,4500
20181121,IND,PG,Aaron Holiday,0,3300
20181121,PHO,PG/SG,Jamal Crawford,0,3000
20181121,CHI,PG,Shaquille Harrison,0,3700
20181121,SAS,PG/SG,Patty Mills,0,3700
20181121,MIL,PG/SG,Malcolm Brogdon,1,4900
20181121,PHI,PG,Landry Shamet,0,3200
20181121,MIN,PG,Jeff Teague,1,6100
20181121,CHA,SG,Malik Monk,0,3400
20181121,GSW,PG,Quinn Cook,1,5300
20181121,TOR,PG/SG,Fred VanVleet,1,4900
20181121,ATL,SG,Kevin Huerter,0,3300
20181121,DET,PG,Ishmael Smith,0,3700
20181121,IND,PG,Cory Joseph,0,3900
20181121,CLE,PG,Collin Sexton,1,5400
20181121,DEN,PG,Monte Morris,0,4300
20181121,DET,PG/SG,Langston Galloway,0,3800
20181121,MIL,SG,Sterling Brown,0,3000
20181121,GSW,SG,Damion Lee,0,3000
20181121,DET,PG/SG,Reggie Jackson,1,5300
20181121,ATL,PG,Trae Young,1,6600
20181121,BOS,PG/SG,Marcus Smart,0,3800
20181121,OKC,SG,Hamidou Diallo,0,3400
20181121,CHI,PG,Antonio Blakeney,0,3200
20181121,DEN,SG,Malik Beasley,0,3100
20181121,PHO,PG,Isaiah Canaan,1,3800
20181121,LAL,SG,Josh Hart,0,4000
20181121,SAS,PG/SG,Bryn Forbes,1,4100
20181121,NYK,PG,Allonzo Trier,0,3900
20181121,NYK,PG,Emmanuel Mudiay,1,4100
20181121,OKC,SG,Timothe Luwawu,0,3200
20181121,MIL,SG,Jaylen Morris,0,3000
20181121,MEM,SG,MarShon Brooks,0,3100
20181121,BKN,PG/SG,Shabazz Napier,0,3200
20181121,IND,PG,Darren Collison,1,5200
20181121,POR,PG,Wade Baldwin,0,3000
20181121,CHI,PG/SG,Cameron Payne,0,3100
20181121,UTA,SG,Alec Burks,0,3000
20181121,CHA,PG,Tony Parker,0,3600
20181121,CLE,PG,Andrew Harrison,0,3300
20181121,TOR,PG/SG,Delon Wright,0,3600
20181121,MIL,PG/SG,Matthew Dellavedova,0,3000
20181121,TOR,PG,Lorenzo Brown,0,3400
20181121,DAL,PG,Dennis Smith Jr.,1,5600
20181121,NYK,PG,Frank Ntilikina,0,3300
20181121,PHI,PG/SG,T.J. McConnell,0,3400
20181121,SAS,PG,Derrick White,0,4000
20181121,OKC,SG,Deonte Burton,0,3000
20181121,MEM,SG,Wayne Selden,0,3000
20181121,NOR,PG,Frank Jackson,0,3000
20181121,PHI,SG,Furkan Korkmaz,0,3300
20181121,MIN,PG,Tyus Jones,0,3500
20181121,GSW,PG,Shaun Livingston,0,3000
20181121,MEM,PG,Shelvin Mack,0,4000
20181121,UTA,PG/SG,Dante Exum,0,3300
20181121,SAC,PG,Frank Mason III,0,3200
20181121,TOR,PG,Jordan Loyd,0,3000
20181121,GSW,SG,Jacob Evans III,0,3000
20181121,ATL,PG,Tyler Dorsey,0,3000
20181121,NOR,PG/SG,Ian Clark,0,3200
20181121,TOR,SG,Malachi Richardson,0,3400
20181121,POR,SG,Anfernee Simons,0,3000
20181121,BOS,PG/SG,Terry Rozier,0,4100
20181121,IND,SG,Davon Reed,0,3000
20181121,DET,PG,Jose Calderon,0,3000
20181121,UTA,PG,Raul Neto,0,3000
20181121,NYK,PG/SG,Ron Baker,0,3000
20181121,NOR,PG/SG,Tim Frazier,0,3000
20181121,PHI,PG,Shake Milton,0,3000
20181121,NYK,SG,Damyean Dotson,0,3300
20181121,ATL,SG,Daniel Hamilton,0,3000
20181121,SAC,SG,Troy Williams,0,3000
20181121,PHO,PG,Elie Okobo,0,3000
20181121,BOS,PG/SG,Brad Wanamaker,0,3000
20181121,OKC,PG/SG,Raymond Felton,0,3100
20181121,DEN,PG,DeVaughn Akoon-Purcell,0,3000
20181121,DAL,PG,Jalen Brunson,0,3400
20181121,DET,SG,Bruce Brown,0,3000
20181121,DET,SG,Khyri Thomas,0,3000
20181121,PHI,PG,Demetrius Jackson,0,3000
20181121,MIN,SG,Josh Okogie,0,3500
20181121,SAC,PG/SG,Yogi Ferrell,0,3000
20181121,HOU,PG,Michael Carter-Williams,0,3100
20181121,LAL,SG,Sviatoslav Mykhailiuk,0,3000
20181121,PHO,SG,Troy Daniels,0,3000
20181121,CHA,PG,Joe Chealey,0,3000
20181121,POR,PG/SG,Seth Curry,0,3000
20181121,SAS,PG,Dejounte Murray,0,3000
20181121,UTA,SG,Grayson Allen,0,3000
20181121,POR,SG,Gary Trent Jr.,0,3000
20181121,PHI,PG/SG,Markelle Fultz,0,3300
20181121,CHI,PG,Tyler Ulis,0,3000
20181121,MEM,PG,Jevon Carter,0,3000
20181121,CHI,PG,Rawle Alkins,0,3000
20181121,IND,PG/SG,Victor Oladipo,0,9100
20181121,SAS,SG,Lonnie Walker,0,3000
20181121,CLE,PG/SG,George Hill,0,3800
20181121,IND,PG,Edmond Sumner,0,3000
20181121,LAL,PG,Rajon Rondo,0,5000
20181121,BOS,SG,Jabari Bird,0,3000
20181121,UTA,PG,Nazareth Mitrou-Long,0,3000
20181121,MIL,PG,Trevon Duval,0,3000
20181121,PHO,SG,De'Anthony Melton,0,3000
20181121,MIN,PG/SG,Jerryd Bayless,0,3000
20181121,NOR,PG,Trevon Bluiett,0,3000
20181121,MEM,PG/SG,Yuta Watanabe,0,3000
20181121,NOR,PG,Elfrid Payton,0,5500
20181121,GSW,PG/SG,Stephen Curry,0,9500
20181121,DAL,PG,Daryl Macon,0,3000
20181121,BOS,PG,PJ Dozier,0,3000
20181121,MEM,SG,Dillon Brooks,0,3100
20181121,CHI,SG,Chandler Hutchison,0,3200
20181121,MIN,PG,Jared Terrell,0,3000
