Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Ish Smith,20151226,PHI,0,PHI,111,PHO,104,31.42,6,15,0.4,1,1,1.0,1,1,1.0,0,2,2,5,1,1,3,1,14,-7,.453,.433,.067,.067,0.0,5.9,3.4,26.5,1.5,2.5,16.3,25.2,91,107
Nerlens Noel,20151226,PHI,0,PHI,111,PHO,104,30.83,6,7,0.857,0,0,,2,3,0.667,4,7,11,0,3,2,4,5,14,-7,.841,.857,.000,.429,16.8,21.0,19.2,0.0,4.6,5.1,32.5,17.1,116,92
Isaiah Canaan,20151226,PHI,0,PHI,111,PHO,104,27.63,6,12,0.5,4,8,0.5,6,6,1.0,0,4,4,3,1,0,2,1,22,-4,.751,.667,.667,.500,0.0,13.4,7.8,18.9,1.7,0.0,12.0,25.8,139,105
Jerami Grant,20151226,PHI,0,PHI,111,PHO,104,22.08,0,2,0.0,0,1,0.0,4,4,1.0,0,3,3,1,0,0,3,5,4,14,.532,.000,.500,2.000,0.0,12.5,7.3,5.7,0.0,0.0,44.4,13.1,70,109
Robert Covington,20151226,PHI,0,PHI,111,PHO,104,12.9,0,7,0.0,0,3,0.0,0,0,,1,3,4,1,1,0,2,0,0,-2,.000,.000,.429,.000,10.1,21.5,16.7,9.8,3.7,0.0,22.2,29.9,18,98
Hollis Thompson,20151226,PHI,0,PHI,111,PHO,104,35.23,3,6,0.5,3,6,0.5,0,1,0.0,0,4,4,3,1,1,1,4,9,-6,.699,.750,1.000,.167,0.0,10.5,6.1,12.1,1.3,2.2,13.4,9.1,128,105
Nik Stauskas,20151226,PHI,0,PHI,111,PHO,104,23.33,7,10,0.7,3,4,0.75,0,0,,1,3,4,2,1,1,1,0,17,5,.850,.850,.400,.000,5.6,11.9,9.2,17.4,2.0,3.4,9.1,20.2,153,103
Carl Landry,20151226,PHI,0,PHI,111,PHO,104,22.87,7,10,0.7,0,0,,2,2,1.0,2,6,8,0,1,0,2,3,16,18,.735,.700,.000,.200,11.3,24.2,18.9,0.0,2.1,0.0,15.5,24.2,124,100
Kendall Marshall,20151226,PHI,0,PHI,111,PHO,104,14.57,1,7,0.14300000000000002,1,4,0.25,2,2,1.0,0,3,3,3,0,0,1,2,5,18,.317,.214,.571,.286,0.0,19.0,11.1,28.5,0.0,0.0,11.3,26.2,81,106
JaKarr Sampson,20151226,PHI,0,PHI,111,PHO,104,10.45,0,0,,0,0,,6,8,0.75,0,4,4,2,0,2,1,4,6,14,.852,,,,0.0,35.3,20.6,24.2,0.0,15.1,22.1,18.6,151,90
Richaun Holmes,20151226,PHI,0,PHI,111,PHO,104,6.67,2,3,0.667,0,0,,0,0,,0,1,1,0,0,1,1,1,4,-4,.667,.667,.000,.000,0.0,13.8,8.1,0.0,0.0,11.8,25.0,25.7,88,100
T.J. McConnell,20151226,PHI,0,PHI,111,PHO,104,2.02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114
Jahlil Okafor,20151226,PHI,0,PHI,111,PHO,104,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
