Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Kyle Korver,20151124,ATL,1,ATL,121,BOS,97,33.02,6,10,0.6,3,3,1.0,0,0,,0,7,7,3,0,0,2,2,15,24,.750,.750,.300,.000,0.0,21.7,13.4,12.0,0.0,0.0,16.7,15.9,121,102
Paul Millsap,20151124,ATL,1,ATL,121,BOS,97,31.65,10,14,0.7140000000000001,0,1,0.0,5,5,1.0,4,5,9,3,1,1,2,3,25,20,.772,.714,.071,.357,20.9,16.1,18.0,15.3,1.5,2.5,11.0,25.2,147,98
Al Horford,20151124,ATL,1,ATL,121,BOS,97,26.68,5,10,0.5,1,3,0.33299999999999996,0,0,,1,3,4,4,0,1,2,2,11,25,.550,.550,.300,.000,6.2,11.5,9.5,20.0,0.0,2.9,16.7,19.7,107,103
Thabo Sefolosha,20151124,ATL,1,ATL,121,BOS,97,26.12,7,8,0.875,0,0,,1,1,1.0,1,6,7,3,3,3,1,3,15,17,.889,.875,.000,.125,6.3,23.5,16.9,17.2,5.6,9.0,10.6,15.8,162,82
Jeff Teague,20151124,ATL,1,ATL,121,BOS,97,25.72,4,10,0.4,1,2,0.5,7,9,0.778,0,0,0,9,2,0,3,5,16,13,.573,.450,.200,.900,0.0,0.0,0.0,44.8,3.8,0.0,17.7,28.9,120,99
Lamar Patterson,20151124,ATL,1,ATL,121,BOS,97,22.9,3,5,0.6,3,5,0.6,1,2,0.5,0,6,6,3,1,0,1,4,10,4,.850,.900,1.000,.400,0.0,26.8,16.5,16.2,2.1,0.0,14.5,13.1,142,95
Dennis Schroder,20151124,ATL,1,ATL,121,BOS,97,19.43,1,7,0.14300000000000002,0,2,0.0,4,4,1.0,0,4,4,4,0,0,5,0,6,12,.342,.143,.286,.571,0.0,21.0,13.0,23.2,0.0,0.0,36.3,31.0,64,102
Mike Scott,20151124,ATL,1,ATL,121,BOS,97,17.93,6,8,0.75,2,3,0.667,1,1,1.0,0,1,1,1,0,0,3,3,15,14,.889,.875,.375,.125,0.0,5.7,3.5,9.2,0.0,0.0,26.2,27.9,111,106
Mike Muscala,20151124,ATL,1,ATL,121,BOS,97,15.48,1,3,0.33299999999999996,1,3,0.33299999999999996,0,0,,0,3,3,0,1,2,0,2,3,-10,.500,.500,1.000,.000,0.0,19.8,12.2,0.0,3.1,10.2,0.0,8.5,99,87
Tim Hardaway,20151124,ATL,1,ATL,121,BOS,97,12.18,1,3,0.33299999999999996,1,2,0.5,0,0,,0,0,0,1,0,0,0,1,3,3,.500,.500,.667,.000,0.0,0.0,0.0,9.6,0.0,0.0,0.0,10.8,115,108
Shelvin Mack,20151124,ATL,1,ATL,121,BOS,97,3.18,1,2,0.5,0,0,,0,0,,0,1,1,1,0,0,0,0,2,0,.500,.500,.000,.000,0.0,32.1,19.8,50.4,0.0,0.0,0.0,27.5,122,99
Edy Tavares,20151124,ATL,1,ATL,121,BOS,97,2.85,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,0,-1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,108
Justin Holiday,20151124,ATL,1,ATL,121,BOS,97,2.85,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1,,,,,0.0,35.8,22.2,37.4,0.0,0.0,100.0,15.4,53,98
