Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Danilo Gallinari,20160125,DEN,1,ATL,119,DEN,105,32.05,3,10,0.3,0,2,0.0,9,10,0.9,1,2,3,2,0,0,3,0,15,-19,.521,.300,.200,1.000,3.4,7.3,5.3,10.5,0.0,0.0,17.2,22.6,101,127
Gary Harris,20160125,DEN,1,ATL,119,DEN,105,31.17,6,9,0.667,3,5,0.6,0,0,,0,0,0,1,4,1,3,0,15,-11,.833,.833,.556,.000,0.0,0.0,0.0,6.5,6.2,2.6,25.0,16.0,113,113
Emmanuel Mudiay,20160125,DEN,1,ATL,119,DEN,105,30.4,4,13,0.308,1,3,0.33299999999999996,1,2,0.5,0,1,1,6,1,0,3,2,10,-11,.360,.346,.231,.154,0.0,3.9,1.9,35.5,1.6,0.0,17.8,23.1,77,124
Nikola Jokic,20160125,DEN,1,ATL,119,DEN,105,18.25,5,7,0.7140000000000001,0,1,0.0,5,6,0.833,3,7,10,3,2,1,0,2,15,12,.778,.714,.143,.857,17.9,44.9,30.9,39.8,5.3,4.5,0.0,22.0,173,104
Kenneth Faried,20160125,DEN,1,ATL,119,DEN,105,16.6,2,5,0.4,0,0,,0,0,,2,3,5,1,0,1,1,3,4,-6,.400,.400,.000,.000,13.1,21.2,17.0,10.6,0.0,4.9,16.7,15.0,90,120
Will Barton,20160125,DEN,1,ATL,119,DEN,105,34.47,6,15,0.4,1,3,0.33299999999999996,8,9,0.889,1,7,8,2,2,0,0,1,21,-8,.554,.433,.200,.600,3.2,23.8,13.1,11.3,2.8,0.0,0.0,22.9,128,117
Darrell Arthur,20160125,DEN,1,ATL,119,DEN,105,18.85,1,7,0.14300000000000002,0,1,0.0,0,0,,0,2,2,1,0,0,0,3,2,-16,.143,.143,.143,.000,0.0,12.4,6.0,8.4,0.0,0.0,0.0,15.5,42,126
Randy Foye,20160125,DEN,1,ATL,119,DEN,105,17.6,0,4,0.0,0,1,0.0,0,0,,2,2,4,1,0,0,2,2,0,-3,.000,.000,.250,.000,12.4,13.3,12.8,8.3,0.0,0.0,33.3,14.2,30,126
Sean Kilpatrick,20160125,DEN,1,ATL,119,DEN,105,15.43,3,5,0.6,1,3,0.33299999999999996,4,4,1.0,1,2,3,0,0,0,0,2,11,2,.814,.700,.600,.800,7.1,15.2,11.0,0.0,0.0,0.0,0.0,18.2,175,125
Joffrey Lauvergne,20160125,DEN,1,ATL,119,DEN,105,15.0,2,4,0.5,0,1,0.0,4,4,1.0,0,4,4,0,1,0,2,1,8,-6,.694,.500,.250,1.000,0.0,31.2,15.1,0.0,3.2,0.0,25.8,21.5,106,115
Jusuf Nurkic,20160125,DEN,1,ATL,119,DEN,105,6.65,1,4,0.25,0,0,,2,2,1.0,1,0,1,0,0,0,1,2,4,-12,.410,.250,.000,.500,16.4,0.0,8.5,0.0,0.0,0.0,17.0,36.8,83,129
Mike Miller,20160125,DEN,1,ATL,119,DEN,105,3.53,0,1,0.0,0,0,,0,0,,1,1,2,1,0,0,0,0,0,8,.000,.000,.000,.000,30.9,33.1,32.0,41.2,0.0,0.0,0.0,11.8,88,121
J.J. Hickson,20160125,DEN,1,ATL,119,DEN,105,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
