Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
DeMar DeRozan,20151218,TOR,0,TOR,108,MIA,94,39.73,10,17,0.588,0,1,0.0,10,13,0.769,0,4,4,4,2,0,3,0,30,11,.660,.588,.059,.765,0.0,13.4,6.7,16.7,2.7,0.0,11.7,32.1,124,108
Kyle Lowry,20151218,TOR,0,TOR,108,MIA,94,37.9,8,18,0.444,1,4,0.25,4,4,1.0,0,3,3,4,4,0,1,2,21,17,.531,.472,.222,.222,0.0,10.6,5.3,16.4,5.7,0.0,4.8,27.2,111,101
Bismack Biyombo,20151218,TOR,0,TOR,108,MIA,94,34.47,2,5,0.4,0,0,,1,2,0.5,4,11,15,0,0,1,1,1,5,11,.425,.400,.000,.400,15.5,42.6,29.0,0.0,0.0,2.8,14.5,9.9,106,108
James Johnson,20151218,TOR,0,TOR,108,MIA,94,32.18,5,9,0.556,1,2,0.5,2,2,1.0,1,0,1,5,1,1,0,1,13,12,.658,.611,.222,.222,4.1,0.0,2.1,22.2,1.7,3.0,0.0,15.2,150,109
Luis Scola,20151218,TOR,0,TOR,108,MIA,94,26.93,9,16,0.563,1,2,0.5,1,1,1.0,1,2,3,1,0,1,0,3,20,-3,.608,.594,.125,.063,5.0,9.9,7.4,7.1,0.0,3.6,0.0,30.3,126,111
Terrence Ross,20151218,TOR,0,TOR,108,MIA,94,25.38,6,9,0.667,5,8,0.625,0,0,,0,1,1,1,1,2,1,1,17,3,.944,.944,.889,.000,0.0,5.3,2.6,6.4,2.1,7.7,10.0,19.6,159,102
Patrick Patterson,20151218,TOR,0,TOR,108,MIA,94,23.9,1,3,0.33299999999999996,0,2,0.0,0,0,,0,8,8,1,1,0,0,2,2,18,.333,.333,.667,.000,0.0,44.6,22.3,5.2,2.3,0.0,0.0,6.2,84,105
Cory Joseph,20151218,TOR,0,TOR,108,MIA,94,19.5,0,3,0.0,0,2,0.0,0,0,,0,3,3,2,2,0,1,2,0,1,.000,.000,.667,.000,0.0,20.5,10.3,12.0,5.5,0.0,25.0,10.2,30,100
DeMarre Carroll,20151218,TOR,0,TOR,108,MIA,94,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norman Powell,20151218,TOR,0,TOR,108,MIA,94,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Bennett,20151218,TOR,0,TOR,108,MIA,94,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Nogueira,20151218,TOR,0,TOR,108,MIA,94,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
