Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Victor Oladipo,20160226,ORL,0,NYK,108,ORL,95,35.37,6,14,0.429,2,6,0.33299999999999996,2,4,0.5,1,5,6,3,1,1,1,2,16,1,.508,.500,.429,.286,2.5,15.8,8.3,13.2,1.4,2.1,6.0,20.3,106,112
Aaron Gordon,20160226,ORL,0,NYK,108,ORL,95,34.25,6,12,0.5,1,3,0.33299999999999996,4,6,0.667,4,4,8,2,1,0,0,2,17,-5,.581,.542,.250,.500,10.2,13.0,11.4,9.2,1.5,0.0,0.0,18.3,133,115
Nikola Vucevic,20160226,ORL,0,NYK,108,ORL,95,28.35,8,16,0.5,0,0,,2,2,1.0,2,6,8,1,1,0,2,2,18,-4,.533,.500,.000,.125,6.2,23.6,13.8,6.7,1.8,0.0,10.6,28.5,101,111
Elfrid Payton,20160226,ORL,0,NYK,108,ORL,95,27.23,4,7,0.5710000000000001,0,1,0.0,0,0,,2,3,5,9,0,0,2,2,8,0,.571,.571,.143,.000,6.4,12.3,9.0,49.6,0.0,0.0,22.2,14.2,119,118
Evan Fournier,20160226,ORL,0,NYK,108,ORL,95,24.52,3,10,0.3,2,5,0.4,0,0,,2,0,2,2,0,0,1,6,8,-6,.400,.400,.500,.000,7.1,0.0,4.0,11.8,0.0,0.0,9.1,19.2,90,121
Mario Hezonja,20160226,ORL,0,NYK,108,ORL,95,26.48,4,11,0.364,0,5,0.0,0,0,,1,6,7,3,2,0,3,4,8,-12,.364,.364,.455,.000,3.3,25.3,12.9,17.1,3.8,0.0,21.4,22.6,70,106
C.J. Watson,20160226,ORL,0,NYK,108,ORL,95,14.42,0,4,0.0,0,2,0.0,0,0,,0,3,3,2,0,0,1,1,0,-18,.000,.000,.500,.000,0.0,23.2,10.2,17.1,0.0,0.0,20.0,14.9,22,115
Brandon Jennings,20160226,ORL,0,NYK,108,ORL,95,13.82,2,6,0.33299999999999996,1,4,0.25,0,0,,0,1,1,0,0,0,2,0,5,-6,.417,.417,.667,.000,0.0,8.1,3.5,0.0,0.0,0.0,25.0,24.8,61,119
Dewayne Dedmon,20160226,ORL,0,NYK,108,ORL,95,12.98,5,7,0.7140000000000001,0,0,,2,2,1.0,2,1,3,0,1,0,0,1,12,0,.761,.714,.000,.286,13.4,8.6,11.3,0.0,3.9,0.0,0.0,26.0,158,111
Ersan Ilyasova,20160226,ORL,0,NYK,108,ORL,95,11.58,0,2,0.0,0,1,0.0,0,0,,0,1,1,1,0,0,0,2,0,-10,.000,.000,.500,.000,0.0,9.6,4.2,10.6,0.0,0.0,0.0,7.4,28,119
Jason Smith,20160226,ORL,0,NYK,108,ORL,95,6.67,1,4,0.25,0,0,,1,2,0.5,1,1,2,1,0,0,0,2,3,-9,.307,.250,.000,.500,13.1,16.7,14.7,22.6,0.0,0.0,0.0,31.4,86,116
Andrew Nicholson,20160226,ORL,0,NYK,108,ORL,95,2.17,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,2,,,,,0.0,51.5,22.6,0.0,0.0,0.0,,0.0,0,107
Devyn Marble,20160226,ORL,0,NYK,108,ORL,95,2.17,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122
