Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Gordon Hayward,20160110,UTA,0,UTA,86,LAL,74,32.98,10,21,0.47600000000000003,1,3,0.33299999999999996,4,6,0.667,1,1,2,2,0,3,3,1,25,-4,.529,.500,.143,.286,4.7,2.6,3.4,17.7,0.0,6.4,11.3,41.2,98,95
Rodney Hood,20160110,UTA,0,UTA,86,LAL,74,31.88,6,13,0.462,1,2,0.5,1,1,1.0,0,6,6,4,2,0,2,2,14,18,.521,.500,.154,.077,0.0,16.4,10.5,27.4,3.5,0.0,13.0,24.7,100,83
Rudy Gobert,20160110,UTA,0,UTA,86,LAL,74,29.77,3,3,1.0,0,0,,4,8,0.5,0,5,5,1,1,3,2,6,10,4,.767,1.000,.000,2.667,0.0,14.7,9.4,6.2,1.9,7.1,23.5,14.6,114,83
Raul Neto,20160110,UTA,0,UTA,86,LAL,74,26.47,3,5,0.6,1,1,1.0,0,0,,0,1,1,2,1,0,3,0,7,0,.700,.700,.200,.000,0.0,3.3,2.1,14.2,2.1,0.0,37.5,15.4,87,94
Trey Lyles,20160110,UTA,0,UTA,86,LAL,74,26.07,0,1,0.0,0,0,,0,0,,0,9,9,2,0,0,0,1,0,0,.000,.000,.000,.000,0.0,30.1,19.3,11.9,0.0,0.0,0.0,2.0,80,82
Chris Johnson,20160110,UTA,0,UTA,86,LAL,74,22.07,3,11,0.273,0,6,0.0,0,0,,1,7,8,1,2,0,0,1,6,7,.273,.273,.545,.000,7.0,27.7,20.2,8.9,5.0,0.0,0.0,25.5,68,73
Trevor Booker,20160110,UTA,0,UTA,86,LAL,74,21.93,2,4,0.5,0,1,0.0,4,4,1.0,2,5,7,1,1,1,1,2,8,12,.694,.500,.250,1.000,14.1,19.9,17.8,8.2,2.5,3.2,14.8,15.7,136,81
Trey Burke,20160110,UTA,0,UTA,86,LAL,74,21.3,3,8,0.375,2,3,0.667,2,2,1.0,0,0,0,1,0,0,0,0,10,12,.563,.500,.375,.250,0.0,0.0,0.0,9.3,0.0,0.0,0.0,21.3,121,100
Jeff Withey,20160110,UTA,0,UTA,86,LAL,74,17.7,1,1,1.0,0,0,,4,4,1.0,2,5,7,1,1,1,2,5,6,6,1.087,1.000,.000,4.000,17.5,24.7,22.1,9.6,3.1,4.0,42.0,13.7,139,76
Joe Ingles,20160110,UTA,0,UTA,86,LAL,74,9.83,0,2,0.0,0,0,,0,0,,0,0,0,1,0,0,1,0,0,5,.000,.000,.000,.000,0.0,0.0,0.0,15.7,0.0,0.0,33.3,15.6,18,100
Tibor Pleiss,20160110,UTA,0,UTA,86,LAL,74,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick Favors,20160110,UTA,0,UTA,86,LAL,74,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
