Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Andrew Wiggins,20160115,MIN,0,OKC,113,MIN,93,39.58,10,22,0.455,0,1,0.0,5,5,1.0,2,1,3,3,1,0,3,3,25,-21,.517,.455,.045,.227,5.5,3.0,4.3,16.6,1.4,0.0,11.0,30.8,109,129
Karl-Anthony Towns,20160115,MIN,0,OKC,113,MIN,93,29.62,4,13,0.308,0,2,0.0,1,1,1.0,8,4,12,1,0,0,2,5,9,-22,.335,.308,.154,.077,29.5,15.8,22.9,5.9,0.0,0.0,13.0,23.4,91,128
Ricky Rubio,20160115,MIN,0,OKC,113,MIN,93,23.67,2,6,0.33299999999999996,2,3,0.667,0,0,,0,4,4,2,1,0,0,2,6,-17,.500,.500,.500,.000,0.0,19.8,9.5,13.5,2.3,0.0,0.0,11.4,129,123
Tayshaun Prince,20160115,MIN,0,OKC,113,MIN,93,14.33,2,2,1.0,0,0,,0,0,,0,2,2,0,0,0,0,1,4,-10,1.000,1.000,.000,.000,0.0,16.3,7.9,0.0,0.0,0.0,0.0,6.3,200,128
Kevin Garnett,20160115,MIN,0,OKC,113,MIN,93,9.57,1,5,0.2,0,0,,0,0,,0,1,1,1,0,0,0,0,2,-5,.200,.200,.000,.000,0.0,12.2,5.9,17.3,0.0,0.0,0.0,23.4,62,130
Shabazz Muhammad,20160115,MIN,0,OKC,113,MIN,93,33.67,5,12,0.41700000000000004,1,1,1.0,4,4,1.0,1,3,4,0,0,0,3,2,15,-10,.545,.458,.083,.333,3.2,10.4,6.7,0.0,0.0,0.0,17.9,22.3,100,130
Zach LaVine,20160115,MIN,0,OKC,113,MIN,93,24.33,5,9,0.556,1,1,1.0,2,3,0.667,1,5,6,0,0,0,2,2,13,-3,.630,.611,.111,.333,4.5,24.1,13.9,0.0,0.0,0.0,16.2,22.7,111,126
Nemanja Bjelica,20160115,MIN,0,OKC,113,MIN,93,23.72,1,8,0.125,1,4,0.25,2,4,0.5,1,4,5,4,1,2,1,2,5,1,.256,.188,.500,.500,4.6,19.7,11.9,25.3,2.3,6.1,9.3,20.3,77,118
Nikola Pekovic,20160115,MIN,0,OKC,113,MIN,93,17.55,2,3,0.667,0,0,,6,6,1.0,1,2,3,1,0,0,0,2,10,-5,.887,.667,.000,2.000,6.2,13.3,9.7,9.6,0.0,0.0,0.0,14.4,199,129
Gorgui Dieng,20160115,MIN,0,OKC,113,MIN,93,15.55,1,3,0.33299999999999996,0,0,,0,0,,2,3,5,2,0,0,1,0,2,-9,.333,.333,.000,.000,14.0,22.6,18.2,20.0,0.0,0.0,25.0,11.5,90,127
Andre Miller,20160115,MIN,0,OKC,113,MIN,93,6.23,0,1,0.0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-4,.000,.000,.000,.000,0.0,0.0,0.0,22.6,0.0,0.0,0.0,7.2,53,133
Damjan Rudez,20160115,MIN,0,OKC,113,MIN,93,2.18,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,5,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,200,133
Adreian Payne,20160115,MIN,0,OKC,113,MIN,93,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
