Date,Name,FPTS,PTS,3P,AST,TRB,STL,BLK,TOV,DD,TD
20171020,Tyler Ennis,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
20171020,Kentavious Caldwell-Pope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Brandon Ingram,33.5,12.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0
20171020,Larry Nance,29.5,14.0,0.0,0.0,12.0,0.0,1.0,3.0,1.0,0.0
20171020,Kyle Kuzma,22.25,8.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
20171020,Corey Brewer,16.5,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0
20171020,Brook Lopez,38.75,20.0,1.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0
20171020,Julius Randle,9.25,9.0,0.0,1.0,6.0,0.0,1.0,2.0,0.0,0.0
20171020,Andrew Bogut,4.75,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0
20171020,Giannis Antetokounmpo,63.0,37.0,0.0,3.0,13.0,3.0,0.0,5.0,1.0,0.0
20171020,Malcolm Brogdon,25.0,19.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0
20171020,Matthew Dellavedova,12.0,15.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20171020,Jason Terry,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Sterling Brown,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Rashad Vaughn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20171020,Tony Snell,19.5,5.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
20171020,Khris Middleton,17.75,15.0,1.0,6.0,9.0,2.0,0.0,5.0,0.0,0.0
20171020,Mirza Teletovic,3.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
20171020,D.J. Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
