Name,Pos,Date,Salary,Starter,Team,FPTS,Value,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,DD,TD,USG_perc,DRtg,ORtg,AST_perc,DRB_perc,ORB_perc,BLK_perc,TOV_perc,STL_perc,eFG_perc
Kyle Korver,SG/SF,20181017,3600.0,0,CLE,3.5,0.9722222222222222,0,TOR,116,CLE,104,14.02,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,3,0,0,5.8,121.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
John Holland,SG/SF,20181017,3000.0,0,CLE,0.0,0.0,0,TOR,116,CLE,104,0.73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Nwaba,SG/SF,20181017,3400.0,0,CLE,0.0,0.0,0,TOR,116,CLE,104,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Love,PF/C,20181017,8600.0,1,CLE,31.75,3.6918604651162794,0,TOR,116,CLE,104,34.08,5,18,0.278,1,4,0.25,10,14,0.7140000000000001,2,5,7,2,0,0,3,5,21,0,0,32.4,118.0,92.0,10.4,16.4,5.7,0.0,11.0,0.0,0.306
Tristan Thompson,PF/C,20181017,4700.0,1,CLE,18.75,3.9893617021276593,0,TOR,116,CLE,104,27.08,1,5,0.2,0,0,0.0,1,2,0.5,5,8,13,1,0,0,4,2,3,0,0,14.8,115.0,60.0,5.5,33.0,18.1,0.0,40.5,0.0,0.2
Ante Zizic,C,20181017,3500.0,0,CLE,11.75,3.357142857142857,0,TOR,116,CLE,104,14.4,2,2,1.0,0,0,0.0,1,2,0.5,0,3,3,2,0,0,0,2,5,0,0,8.1,116.0,181.0,24.4,23.3,0.0,0.0,0.0,0.0,1.0
Channing Frye,PF/C,20181017,3000.0,0,CLE,0.0,0.0,0,TOR,116,CLE,104,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Doncic,PG,20181017,6700.0,1,DAL,24.0,3.582089552238806,0,PHO,121,DAL,100,31.78,5,16,0.313,0,5,0.0,0,2,0.0,2,6,8,4,0,0,4,3,10,0,0,29.8,135.0,62.0,19.8,26.7,6.3,0.0,19.2,0.0,0.313
Jalen Brunson,PG,20181017,3500.0,0,DAL,6.25,1.7857142857142858,0,PHO,121,DAL,100,19.12,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,1,0,0,0,1,3,0,0,7.1,138.0,109.0,7.1,7.4,0.0,0.0,0.0,0.0,0.5
Devin Harris,PG/SG,20181017,3700.0,0,DAL,1.5,0.4054054054054054,0,PHO,121,DAL,100,6.2,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,14.6,139.0,29.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0
Dorian Finney-Smith,SF/PF,20181017,3900.0,1,DAL,24.25,6.217948717948718,0,PHO,121,DAL,100,30.35,4,7,0.5710000000000001,2,5,0.4,2,2,1.0,0,3,3,1,0,3,0,2,12,0,0,11.8,128.0,151.0,5.0,14.0,0.0,10.1,0.0,0.0,0.7140000000000001
Maxi Kleber,PF,20181017,3700.0,0,DAL,11.0,2.972972972972973,0,PHO,121,DAL,100,16.75,3,3,1.0,2,2,1.0,0,0,0.0,0,2,2,0,0,0,1,1,8,0,0,10.8,137.0,139.0,0.0,16.9,0.0,0.0,25.0,0.0,1.3330000000000002
Ryan Broekhoff,SG/SF,20181017,3000.0,0,DAL,3.5,1.1666666666666667,0,PHO,121,DAL,100,3.98,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,34.2,139.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Ray Spalding,PF,20181017,3000.0,0,DAL,0.0,0.0,0,PHO,121,DAL,100,0.9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Jordan,C,20181017,7700.0,1,DAL,33.0,4.285714285714286,0,PHO,121,DAL,100,30.52,5,9,0.556,0,0,0.0,1,1,1.0,4,8,12,1,1,1,0,5,11,1,0,14.0,127.0,133.0,5.2,37.0,13.1,3.3,0.0,1.7,0.556
Dwight Powell,PF/C,20181017,4700.0,0,DAL,26.25,5.585106382978723,0,PHO,121,DAL,100,17.48,6,8,0.75,0,1,0.0,4,6,0.667,2,3,5,0,1,1,0,1,16,0,0,27.6,123.0,153.0,0.0,24.2,11.4,5.8,0.0,3.0,0.75
Salah Mejri,C,20181017,3300.0,0,DAL,0.0,0.0,0,PHO,121,DAL,100,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Harris,SG,20181017,6400.0,1,DEN,26.75,4.1796875,0,DEN,107,LAC,98,34.42,6,16,0.375,0,3,0.0,8,8,1.0,3,0,3,2,0,0,0,3,20,0,0,23.6,109.0,123.0,11.3,0.0,8.0,0.0,0.0,0.0,0.375
Jamal Murray,PG/SG,20181017,6900.0,1,DEN,19.75,2.86231884057971,0,DEN,107,LAC,98,31.63,3,12,0.25,1,4,0.25,0,0,0.0,2,3,5,3,1,0,1,2,7,0,0,17.1,103.0,77.0,16.0,8.9,5.8,0.0,7.7,1.5,0.292
Monte Morris,PG,20181017,4000.0,0,DEN,18.0,4.5,0,DEN,107,LAC,98,16.38,3,9,0.333,1,2,0.5,0,0,0.0,1,1,2,4,1,0,0,0,7,0,0,22.8,101.0,105.0,48.4,5.7,5.6,0.0,0.0,3.0,0.389
Malik Beasley,PG/SG,20181017,3600.0,0,DEN,7.75,2.1527777777777777,0,DEN,107,LAC,98,11.75,2,6,0.333,1,3,0.333,0,0,0.0,0,1,1,1,0,0,1,1,5,0,0,24.8,107.0,78.0,16.5,8.0,0.0,0.0,14.3,0.0,0.41700000000000004
Will Barton,SG/SF,20181017,6700.0,1,DEN,32.75,4.888059701492537,0,DEN,107,LAC,98,34.77,6,12,0.5,3,5,0.6,4,4,1.0,0,5,5,2,0,2,2,2,19,0,0,18.8,101.0,124.0,11.2,13.5,0.0,4.6,12.7,0.0,0.625
Trey Lyles,SF/PF,20181017,5200.0,0,DEN,20.25,3.894230769230769,0,DEN,107,LAC,98,18.78,3,6,0.5,0,1,0.0,4,6,0.667,0,7,7,0,1,0,1,2,10,0,0,21.3,93.0,107.0,0.0,35.1,0.0,0.0,10.4,2.6,0.5
Juan Hernangomez,SF/PF,20181017,3800.0,0,DEN,18.5,4.868421052631579,0,DEN,107,LAC,98,15.05,2,3,0.667,1,1,1.0,0,0,0.0,2,4,6,1,1,1,0,1,5,0,0,8.3,90.0,179.0,12.0,25.0,12.3,5.3,0.0,3.2,0.833
Torrey Craig,SG/SF,20181017,3300.0,0,DEN,0.0,0.0,0,DEN,107,LAC,98,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Lydon,PF,20181017,3300.0,0,DEN,0.0,0.0,0,DEN,107,LAC,98,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Jokic,C,20181017,9900.0,1,DEN,44.0,4.444444444444445,0,DEN,107,LAC,98,33.53,6,13,0.462,1,4,0.25,8,10,0.8,2,6,8,5,1,2,2,4,21,0,0,24.0,97.0,124.0,29.3,16.8,5.5,4.8,10.3,1.4,0.5
Paul Millsap,PF/C,20181017,6800.0,1,DEN,35.5,5.220588235294118,0,DEN,107,LAC,98,30.32,1,7,0.14300000000000002,0,1,0.0,9,12,0.75,3,13,16,0,1,1,2,2,11,1,0,19.6,92.0,96.0,0.0,40.4,9.1,2.6,14.0,1.6,0.14300000000000002
Mason Plumlee,PF/C,20181017,4400.0,0,DEN,14.25,3.2386363636363633,0,DEN,107,LAC,98,13.37,1,3,0.333,0,0,0.0,0,2,0.0,1,2,3,2,0,3,1,5,2,0,0,15.2,90.0,67.0,24.4,14.1,6.9,18.0,20.5,0.0,0.33299999999999996
Thomas Welsh,C,20181017,3000.0,0,DEN,0.0,0.0,0,DEN,107,LAC,98,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Jackson,PG,20181017,5800.0,1,DET,29.5,5.086206896551724,1,DET,103,BRK,100,35.02,7,20,0.35,2,9,0.222,3,3,1.0,1,1,2,4,1,0,2,1,19,0,0,27.6,102.0,97.0,18.6,3.7,2.9,0.0,8.6,1.4,0.4
Langston Galloway,PG/SG,20181017,3600.0,0,DET,11.25,3.125,1,DET,103,BRK,100,33.0,2,5,0.4,0,3,0.0,2,2,1.0,0,3,3,1,0,0,0,0,6,0,0,7.4,104.0,120.0,4.0,11.8,0.0,0.0,0.0,0.0,0.4
Bruce Brown,SG,20181017,3100.0,1,DET,5.5,1.7741935483870968,1,DET,103,BRK,100,18.87,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,1,0,1,1,4,0,0,0,8.8,99.0,14.0,6.5,13.8,0.0,4.6,25.0,0.0,0.0
Zach Lofton,SG,20181017,3000.0,0,DET,1.5,0.5,1,DET,103,BRK,100,3.75,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,22.1,79.0,0.0,0.0,0.0,0.0,0.0,50.0,12.8,0.0
Jose Calderon,PG,20181017,3000.0,0,DET,0.0,0.0,1,DET,103,BRK,100,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Kennard,SG/SF,20181017,4200.0,1,DET,14.0,3.333333333333333,1,DET,103,BRK,100,19.35,3,5,0.6,1,1,1.0,0,0,0.0,0,4,4,0,0,1,1,1,7,0,0,12.9,99.0,111.0,0.0,26.8,0.0,4.5,16.7,0.0,0.7
Reggie Bullock,SG/SF,20181017,3900.0,0,DET,0.0,0.0,1,DET,103,BRK,100,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stanley Johnson,SF/PF,20181017,4500.0,0,DET,0.0,0.0,1,DET,103,BRK,100,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Drummond,C,20181017,9500.0,1,DET,54.0,5.684210526315789,1,DET,103,BRK,100,32.2,10,21,0.476,1,3,0.333,3,4,0.75,9,11,20,2,0,1,4,5,24,1,0,34.5,98.0,106.0,12.4,44.3,28.0,2.7,14.9,0.0,0.5
Blake Griffin,PF/C,20181017,8200.0,1,DET,45.0,5.487804878048781,1,DET,103,BRK,100,34.28,8,17,0.471,1,1,1.0,9,11,0.818,2,6,8,6,0,0,1,0,26,0,0,27.6,103.0,133.0,30.2,22.7,5.8,0.0,4.4,0.0,0.5
Zaza Pachulia,C,20181017,3000.0,0,DET,25.75,8.583333333333334,1,DET,103,BRK,100,14.72,2,6,0.333,0,0,0.0,2,2,1.0,2,5,7,4,2,1,2,5,6,0,0,25.0,81.0,97.0,40.2,44.1,13.6,5.9,22.5,6.5,0.33299999999999996
Jon Leuer,PF/C,20181017,3500.0,0,DET,0.0,0.0,1,DET,103,BRK,100,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Ellenson,PF/C,20181017,3200.0,0,DET,0.0,0.0,1,DET,103,BRK,100,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Harden,PG/SG,20181017,11500.0,1,HOU,53.25,4.630434782608695,1,NOP,131,HOU,112,34.72,6,15,0.4,3,8,0.375,3,4,0.75,2,7,9,10,3,1,4,2,18,1,0,25.3,120.0,110.0,45.0,22.5,5.8,1.9,19.3,4.0,0.5
Chris Paul,PG,20181017,8900.0,1,HOU,39.25,4.410112359550562,1,NOP,131,HOU,112,32.35,6,12,0.5,3,7,0.429,4,5,0.8,0,5,5,6,2,0,1,3,19,0,0,19.9,125.0,137.0,29.6,17.3,0.0,0.0,6.6,2.9,0.625
Michael Carter-Williams,PG,20181017,3500.0,0,HOU,21.0,6.0,1,NOP,131,HOU,112,17.73,4,10,0.4,1,3,0.333,1,2,0.5,1,3,4,2,0,2,3,3,10,0,0,33.1,125.0,81.0,19.2,18.9,5.6,7.4,21.6,0.0,0.45
P.J. Tucker,SF/PF,20181017,3900.0,1,HOU,29.0,7.435897435897436,1,NOP,131,HOU,112,34.32,6,11,0.545,4,7,0.5710000000000001,3,4,0.75,0,2,2,1,1,1,0,2,19,0,0,15.7,130.0,148.0,4.6,6.5,0.0,1.9,0.0,1.4,0.727
Eric Gordon,SG/SF,20181017,5100.0,0,HOU,27.25,5.343137254901961,1,NOP,131,HOU,112,29.35,7,14,0.5,2,9,0.222,5,5,1.0,0,3,3,1,0,0,0,0,21,0,0,23.3,133.0,133.0,5.9,11.4,0.0,0.0,0.0,0.0,0.5710000000000001
Carmelo Anthony,SF/PF,20181017,5200.0,0,HOU,15.5,2.980769230769231,1,NOP,131,HOU,112,27.0,3,10,0.3,1,5,0.2,2,4,0.5,1,3,4,0,0,1,2,4,9,0,0,21.5,131.0,71.0,0.0,12.4,3.7,2.4,14.5,0.0,0.35
James Ennis,SG/SF,20181017,4400.0,1,HOU,12.25,2.7840909090909087,1,NOP,131,HOU,112,24.72,3,7,0.429,2,5,0.4,0,0,0.0,1,0,1,0,1,0,0,4,8,0,0,12.0,132.0,117.0,0.0,0.0,4.0,0.0,0.0,1.9,0.5710000000000001
Gerald Green,SG/SF,20181017,3600.0,0,HOU,5.25,1.4583333333333333,1,NOP,131,HOU,112,10.47,0,4,0.0,0,4,0.0,0,0,0.0,0,1,1,0,1,1,0,1,0,0,0,16.2,119.0,0.0,0.0,10.7,0.0,6.3,0.0,4.5,0.0
Isaiah Hartenstein,PF,20181017,3400.0,0,HOU,0.0,0.0,1,NOP,131,HOU,112,1.58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Clark,SF/PF,20181017,3000.0,0,HOU,0.0,0.0,1,NOP,131,HOU,112,1.58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clint Capela,C,20181017,7200.0,1,HOU,21.0,2.9166666666666665,1,NOP,131,HOU,112,26.18,4,9,0.444,0,0,0.0,0,0,0.0,3,5,8,1,0,1,1,3,8,0,0,16.1,128.0,99.0,5.8,21.3,11.5,2.5,10.0,0.0,0.444
Victor Oladipo,PG/SG,20181017,8000.0,1,IND,29.75,3.71875,1,IND,111,MEM,83,25.78,6,11,0.545,3,6,0.5,1,2,0.5,0,5,5,5,0,0,3,3,16,0,0,25.5,92.0,121.0,26.0,18.3,0.0,0.0,20.2,0.0,0.682
Cory Joseph,PG,20181017,3700.0,0,IND,28.5,7.702702702702703,1,IND,111,MEM,83,28.28,5,7,0.7140000000000001,1,2,0.5,0,0,0.0,0,6,6,3,1,2,2,3,11,0,0,14.0,82.0,127.0,13.2,20.0,0.0,6.2,22.2,1.8,0.7859999999999999
Darren Collison,PG,20181017,5400.0,1,IND,7.25,1.3425925925925926,1,IND,111,MEM,83,21.48,0,5,0.0,0,1,0.0,0,0,0.0,0,1,1,5,0,0,3,4,0,0,0,16.4,97.0,46.0,23.8,4.4,0.0,0.0,37.5,0.0,0.0
Aaron Holiday,PG/SG,20181017,3700.0,0,IND,3.0,0.8108108108108107,1,IND,111,MEM,83,3.97,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,1,1,3,0,0,9.8,82.0,232.0,77.2,47.5,35.6,0.0,0.0,0.0,0.0
Edmond Sumner,PG/SG,20181017,3000.0,0,IND,2.0,0.6666666666666666,1,IND,111,MEM,83,3.85,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,22.9,99.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Tyreke Evans,SG/SF,20181017,6200.0,0,IND,28.0,4.516129032258064,1,IND,111,MEM,83,23.57,6,12,0.5,1,5,0.2,1,2,0.5,0,4,4,6,0,0,1,1,14,0,0,26.0,93.0,129.0,35.1,16.0,0.0,0.0,7.2,0.0,0.542
Bojan Bogdanovic,SG/SF,20181017,4500.0,1,IND,26.5,5.888888888888889,1,IND,111,MEM,83,27.1,7,9,0.778,3,3,1.0,2,2,1.0,0,6,6,0,0,0,3,0,19,0,0,21.0,92.0,132.0,0.0,20.8,0.0,0.0,23.3,0.0,0.9440000000000001
Thaddeus Young,SF/PF,20181017,5000.0,1,IND,25.0,5.0,1,IND,111,MEM,83,27.72,5,7,0.7140000000000001,0,1,0.0,0,1,0.0,3,5,8,3,0,1,3,2,10,0,0,16.6,90.0,111.0,13.6,17.0,15.3,3.1,28.7,0.0,0.7140000000000001
Doug McDermott,SF/PF,20181017,3500.0,0,IND,17.25,4.928571428571429,1,IND,111,MEM,83,24.4,5,9,0.556,1,5,0.2,1,2,0.5,0,1,1,1,1,0,0,2,12,0,0,17.9,93.0,136.0,5.3,3.9,0.0,0.0,0.0,2.1,0.611
Domantas Sabonis,PF/C,20181017,5700.0,0,IND,35.75,6.271929824561403,1,IND,111,MEM,83,28.55,7,11,0.636,0,0,0.0,0,2,0.0,6,9,15,2,0,0,3,3,14,1,0,23.0,88.0,112.0,9.5,29.7,29.7,0.0,20.2,0.0,0.636
Myles Turner,C,20181017,6000.0,1,IND,27.0,4.5,1,IND,111,MEM,83,20.37,4,8,0.5,0,0,0.0,0,0,0.0,3,5,8,1,0,4,1,3,8,0,0,19.5,76.0,114.0,6.3,23.1,20.8,17.1,11.1,0.0,0.5
Kyle O'Quinn,PF/C,20181017,3300.0,0,IND,10.25,3.1060606060606064,1,IND,111,MEM,83,3.97,0,0,0.0,0,0,0.0,2,2,1.0,1,2,3,3,0,0,0,2,2,0,0,33.4,98.0,86.0,0.0,0.0,0.0,0.0,33.3,0.0,0.75
Shai Gilgeous-Alexander,PG,20181017,3800.0,0,LAC,22.0,5.7894736842105265,1,DEN,107,LAC,98,28.2,5,6,0.833,0,0,0.0,1,1,1.0,0,2,2,4,1,1,3,1,11,0,0,14.5,110.0,116.0,25.7,6.5,0.0,2.7,31.8,1.7,0.833
Avery Bradley,SG,20181017,4400.0,1,LAC,15.5,3.5227272727272725,1,DEN,107,LAC,98,27.93,4,10,0.4,0,2,0.0,0,0,0.0,2,0,2,0,1,2,2,2,8,0,0,18.7,111.0,73.0,0.0,0.0,6.7,5.5,16.7,1.7,0.4
Patrick Beverley,PG/SG,20181017,5100.0,1,LAC,15.5,3.03921568627451,1,DEN,107,LAC,98,19.52,0,8,0.0,0,5,0.0,0,0,0.0,0,4,4,6,0,1,1,5,0,0,0,20.0,107.0,34.0,42.2,18.9,0.0,3.9,11.1,0.0,0.0
Tyrone Wallace,PG/SG,20181017,3300.0,0,LAC,0.0,0.0,1,DEN,107,LAC,98,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Robinson,PG/SG,20181017,3200.0,0,LAC,0.0,0.0,1,DEN,107,LAC,98,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobias Harris,SF/PF,20181017,7000.0,1,LAC,40.5,5.785714285714286,1,DEN,107,LAC,98,40.52,6,13,0.462,2,6,0.333,5,6,0.833,1,9,10,1,0,3,2,4,19,1,0,18.9,106.0,110.0,4.2,20.5,2.3,5.6,11.3,0.0,0.5379999999999999
Danilo Gallinari,SF/PF,20181017,6000.0,1,LAC,29.0,4.833333333333333,1,DEN,107,LAC,98,33.88,5,14,0.35700000000000004,4,7,0.5710000000000001,2,2,1.0,2,6,8,1,0,0,1,6,16,0,0,20.3,111.0,106.0,5.1,16.3,5.6,0.0,6.3,0.0,0.5
Luc Mbah a Moute,SF/PF,20181017,3000.0,0,LAC,4.75,1.5833333333333333,1,DEN,107,LAC,98,9.22,0,5,0.0,0,2,0.0,0,2,0.0,1,0,1,1,1,0,0,1,0,0,0,27.7,106.0,22.0,14.9,0.0,10.2,0.0,0.0,5.3,0.0
Mike Scott,SF/PF,20181017,3300.0,0,LAC,0.0,0.0,1,DEN,107,LAC,98,3.98,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10.9,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boban Marjanovic,C,20181017,3100.0,0,LAC,27.0,8.709677419354838,1,DEN,107,LAC,98,17.85,6,8,0.75,0,0,0.0,6,6,1.0,2,6,8,0,0,0,2,3,18,0,0,30.7,104.0,142.0,0.0,31.0,10.5,0.0,15.8,0.0,0.75
Montrezl Harrell,PF/C,20181017,4500.0,0,LAC,17.75,3.9444444444444446,1,DEN,107,LAC,98,16.32,2,8,0.25,0,0,0.0,2,2,1.0,1,4,5,1,0,2,0,3,6,0,0,23.6,102.0,83.0,10.1,22.6,5.8,9.3,0.0,0.0,0.25
Marcin Gortat,C,20181017,4700.0,1,LAC,16.5,3.5106382978723403,1,DEN,107,LAC,98,18.17,3,5,0.6,0,0,0.0,0,0,0.0,0,6,6,2,0,0,0,3,6,0,0,11.9,105.0,128.0,19.5,30.5,0.0,0.0,0.0,0.0,0.6
Mike Conley,PG,20181017,6500.0,1,MEM,20.5,3.1538461538461537,0,IND,111,MEM,83,28.97,3,11,0.273,2,5,0.4,3,3,1.0,1,1,2,3,1,0,1,1,11,0,0,21.4,123.0,93.0,24.8,4.9,3.2,0.0,7.5,1.8,0.364
MarShon Brooks,SG,20181017,4500.0,0,MEM,13.0,2.888888888888889,0,IND,111,MEM,83,22.07,2,9,0.222,0,3,0.0,5,7,0.7140000000000001,0,2,2,1,0,0,0,0,9,0,0,25.4,125.0,82.0,10.5,12.8,0.0,0.0,0.0,0.0,0.222
Shelvin Mack,PG,20181017,3600.0,0,MEM,12.75,3.5416666666666665,0,IND,111,MEM,83,29.92,1,8,0.125,0,1,0.0,1,2,0.5,1,2,3,3,1,0,1,3,3,0,0,15.3,121.0,50.0,20.6,9.4,3.1,0.0,10.1,1.7,0.125
Wayne Selden,SG,20181017,4300.0,0,MEM,5.5,1.2790697674418605,0,IND,111,MEM,83,6.0,2,3,0.667,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,5,0,0,23.2,128.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833
Jaren Jackson,PF,20181017,4500.0,0,MEM,25.75,5.722222222222222,0,IND,111,MEM,83,25.3,2,6,0.333,0,1,0.0,6,6,1.0,2,3,5,1,3,1,0,2,10,0,0,15.9,108.0,133.0,8.9,16.7,7.4,3.3,0.0,6.1,0.33299999999999996
JaMychal Green,SF/PF,20181017,4600.0,1,MEM,24.75,5.380434782608696,0,IND,111,MEM,83,24.98,4,7,0.5710000000000001,1,2,0.5,0,0,0.0,2,5,7,2,2,0,1,2,9,0,0,14.9,111.0,118.0,22.2,28.3,7.5,0.0,12.5,4.1,0.643
Garrett Temple,SG/SF,20181017,3500.0,1,MEM,18.5,5.285714285714286,0,IND,111,MEM,83,24.5,4,13,0.308,4,8,0.5,0,0,0.0,0,0,0,2,0,1,1,4,12,0,0,26.5,125.0,85.0,22.8,0.0,0.0,3.4,7.1,0.0,0.462
Chandler Parsons,SF/PF,20181017,3800.0,1,MEM,11.25,2.960526315789474,0,IND,111,MEM,83,22.55,3,9,0.333,0,5,0.0,0,0,0.0,0,1,1,0,1,1,0,3,6,0,0,18.5,119.0,65.0,0.0,6.3,0.0,3.7,0.0,2.3,0.33299999999999996
Kyle Anderson,SF/PF,20181017,4400.0,0,MEM,8.0,1.8181818181818181,0,IND,111,MEM,83,19.25,2,6,0.333,0,0,0.0,1,2,0.5,0,2,2,1,0,0,2,2,5,0,0,21.4,124.0,59.0,12.5,14.7,0.0,0.0,22.5,0.0,0.33299999999999996
Omri Casspi,SF/PF,20181017,3400.0,0,MEM,0.0,0.0,0,IND,111,MEM,83,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dillon Brooks,SG/SF,20181017,4800.0,0,MEM,-0.5,-0.10416666666666667,0,IND,111,MEM,83,6.28,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,14.8,127.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
Marc Gasol,C,20181017,6600.0,1,MEM,32.0,4.848484848484849,0,IND,111,MEM,83,30.18,2,11,0.182,2,3,0.667,7,8,0.875,1,5,6,3,3,0,0,0,13,0,0,22.3,111.0,104.0,21.9,23.4,3.1,0.0,0.0,5.1,0.273
Ivan Rabb,PF/C,20181017,3600.0,0,MEM,0.0,0.0,0,IND,111,MEM,83,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goran Dragic,PG,20181017,6600.0,1,MIA,39.0,5.909090909090909,0,ORL,104,MIA,101,32.9,9,14,0.643,3,7,0.429,5,7,0.7140000000000001,0,4,4,4,0,1,3,5,26,0,0,23.9,103.0,135.0,23.5,11.2,0.0,2.1,14.9,0.0,0.75
Dwyane Wade,PG/SG,20181017,5100.0,0,MIA,23.75,4.6568627450980395,0,ORL,104,MIA,101,26.03,3,13,0.231,0,1,0.0,3,4,0.75,5,6,11,2,0,0,4,2,9,0,0,28.2,101.0,69.0,11.4,21.3,18.1,0.0,21.3,0.0,0.231
Tyler Johnson,PG/SG,20181017,4200.0,0,MIA,9.5,2.261904761904762,0,ORL,104,MIA,101,23.75,3,7,0.429,1,3,0.333,0,0,0.0,0,0,0,0,1,0,0,1,7,0,0,11.5,105.0,108.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5
Josh Richardson,SG/SF,20181017,6300.0,1,MIA,35.25,5.595238095238096,0,ORL,104,MIA,101,37.58,8,21,0.381,2,10,0.2,3,3,1.0,1,4,5,3,1,1,3,3,21,0,0,26.4,102.0,95.0,13.8,9.8,2.5,1.9,11.8,1.2,0.429
