Date,Team,Pos,Name,Starter,Salary
20151202,DET,PG,Reggie Jackson,1,7200
20151202,WAS,PG,John Wall,1,8000
20151202,GSW,PG,Stephen Curry,1,10600
20151202,HOU,SG,James Harden,1,10300
20151202,TOR,PG,Kyle Lowry,1,8600
20151202,PHO,SG,Eric Bledsoe,1,8300
20151202,LAL,SG,Kobe Bryant,1,5900
20151202,ATL,PG,Jeff Teague,1,6500
20151202,CHI,SG,Jimmy Butler,1,7700
20151202,LAL,PG,Louis Williams,0,3900
20151202,NOR,SG,Tyreke Evans,1,6600
20151202,PHO,PG,Brandon Knight,1,8000
20151202,GSW,SG,Klay Thompson,1,6200
20151202,LAL,SG,Jordan Clarkson,1,5600
20151202,DEN,SG,Will Barton,0,5800
20151202,IND,SG,Rodney Stuckey,0,3900
20151202,LAL,PG,D'Angelo Russell,1,5100
20151202,HOU,PG,Patrick Beverley,1,4100
20151202,CHI,PG,Derrick Rose,1,6100
20151202,LAC,SG,Jamal Crawford,0,5000
20151202,TOR,SG,DeMar DeRozan,1,7200
20151202,WAS,SG,Bradley Beal,1,7000
20151202,DET,SG,Kentavious Caldwell-Pope,1,4800
20151202,NYK,PG,Jose Calderon,1,4100
20151202,NYK,SG,Arron Afflalo,1,4600
20151202,CHA,PG,Brian Roberts,0,3000
20151202,MIL,SG,Khris Middleton,1,5800
20151202,PHI,PG,Isaiah Canaan,1,5400
20151202,DEN,PG,Emmanuel Mudiay,1,5500
20151202,SAS,PG,Patty Mills,0,3600
20151202,PHO,SG,Devin Booker,0,3000
20151202,IND,SG,Monta Ellis,1,6100
20151202,TOR,PG,Cory Joseph,0,3900
20151202,PHI,SG,Hollis Thompson,0,4100
20151202,GSW,PG,Shaun Livingston,0,3000
20151202,HOU,PG,Ty Lawson,0,3900
20151202,ATL,SG,Kyle Korver,1,4400
20151202,MIL,PG,Michael Carter-Williams,0,5200
20151202,DEN,PG,Randy Foye,1,3200
20151202,NOR,PG,Ishmael Smith,0,7100
20151202,CHA,SG,Jeremy Lamb,0,4800
20151202,PHI,PG,T.J. McConnell,0,4700
20151202,SAS,PG,Tony Parker,1,5400
20151202,NYK,PG,Jerian Grant,0,3000
20151202,ATL,PG,Dennis Schroder,0,5000
20151202,GSW,SG,Brandon Rush,1,3600
20151202,TOR,SG,Terrence Ross,0,3000
20151202,WAS,SG,Garrett Temple,0,3100
20151202,PHI,SG,Nik Stauskas,0,3400
20151202,NOR,SG,Eric Gordon,1,6000
20151202,MIL,SG,Rashad Vaughn,0,3000
20151202,SAS,SG,Danny Green,1,4200
20151202,CHA,PG,Jeremy Lin,0,4300
20151202,IND,PG,George Hill,1,6100
20151202,MIL,SG,O.J. Mayo,1,4600
20151202,LAC,SG,Austin Rivers,1,4000
20151202,NOR,PG,Norris Cole,0,3000
20151202,SAS,SG,Manu Ginobili,0,4100
20151202,SAS,SG,Rasual Butler,0,3000
20151202,CHA,PG,Kemba Walker,1,7500
