Date,Team,Pos,Name,Starter,Salary
20151214,DET,PG,Reggie Jackson,1,7200
20151214,NOR,SG,Tyreke Evans,1,7000
20151214,PHO,SG,Eric Bledsoe,1,8400
20151214,MEM,PG,Mike Conley,1,6200
20151214,DEN,SG,Will Barton,0,6200
20151214,HOU,SG,James Harden,1,10800
20151214,LAC,PG,Chris Paul,1,8100
20151214,POR,PG,Damian Lillard,1,8800
20151214,MIA,PG,Goran Dragic,1,5200
20151214,CHI,SG,Jimmy Butler,1,7700
20151214,ATL,PG,Dennis Schroder,0,5000
20151214,TOR,SG,DeMar DeRozan,1,7100
20151214,NOR,PG,Jrue Holiday,0,4500
20151214,ORL,PG,Elfrid Payton,1,6500
20151214,LAC,SG,J.J. Redick,1,4300
20151214,DAL,SG,Raymond Felton,1,4900
20151214,POR,SG,C.J. McCollum,1,6900
20151214,BKN,PG,Jarrett Jack,1,6300
20151214,DEN,SG,Gary Harris,1,4100
20151214,WAS,SG,Gary Neal,0,4000
20151214,DAL,PG,Devin Harris,0,3400
20151214,SAS,PG,Tony Parker,1,5200
20151214,TOR,PG,Kyle Lowry,1,8900
20151214,HOU,PG,Patrick Beverley,1,4900
20151214,MIA,SG,Gerald Green,0,4200
20151214,DET,SG,Kentavious Caldwell-Pope,1,5000
20151214,DAL,PG,Deron Williams,1,6600
20151214,IND,SG,Monta Ellis,1,5400
20151214,DEN,PG,Jameer Nelson,1,4200
20151214,POR,SG,Allen Crabbe,0,3800
20151214,LAC,SG,Jamal Crawford,0,5400
20151214,POR,SG,Gerald Henderson,0,3100
20151214,ORL,SG,Victor Oladipo,0,6400
20151214,PHO,PG,Brandon Knight,1,7600
20151214,MIA,SG,Dwyane Wade,1,7000
20151214,DAL,SG,Wes Matthews,1,5600
20151214,TOR,SG,Terrence Ross,1,3900
20151214,WAS,PG,John Wall,1,9700
20151214,PHI,PG,T.J. McConnell,0,4700
20151214,SAS,PG,Patty Mills,0,3700
20151214,NOR,SG,Eric Gordon,1,4900
20151214,WAS,PG,Ramon Sessions,0,3800
20151214,MEM,SG,Courtney Lee,1,3900
20151214,SAS,SG,Danny Green,1,3800
20151214,IND,SG,Rodney Stuckey,0,4700
20151214,UTA,PG,Raul Neto,1,3200
20151214,ATL,SG,Kyle Korver,1,4500
20151214,PHI,PG,Tony Wroten,1,3600
20151214,BKN,PG,Shane Larkin,0,4400
20151214,IND,PG,George Hill,1,5300
20151214,MEM,PG,Mario Chalmers,0,4000
20151214,UTA,SG,Joe Ingles,0,3000
20151214,UTA,PG,Trey Burke,0,4400
20151214,BKN,SG,Wayne Ellington,0,3000
20151214,ATL,PG,Jeff Teague,1,6400
20151214,ORL,SG,Mario Hezonja,0,3000
20151214,PHO,SG,Archie Goodwin,0,3000
20151214,UTA,SG,Alec Burks,0,5100
20151214,PHI,SG,Hollis Thompson,0,3700
20151214,TOR,SG,Norman Powell,0,3000
20151214,NOR,PG,Norris Cole,0,3300
20151214,MIA,PG,Beno Udrih,0,3000
20151214,CHI,PG,Derrick Rose,1,6400
20151214,PHO,SG,Sonny Weems,0,3000
20151214,UTA,SG,Elijah Millsap,0,3000
20151214,DEN,PG,Randy Foye,0,3500
20151214,PHI,PG,Isaiah Canaan,1,4800
20151214,PHI,SG,Nik Stauskas,0,3600
20151214,WAS,SG,Garrett Temple,1,3500
20151214,UTA,SG,Rodney Hood,1,4400
20151214,HOU,PG,Jason Terry,0,3200
20151214,SAS,SG,Manu Ginobili,0,4300
20151214,PHO,PG,Ronnie Price,0,3100
20151214,DET,PG,Steve Blake,0,3100
20151214,DEN,SG,Mike Miller,0,3100
20151214,ORL,PG,Shabazz Napier,0,3100
20151214,CHI,PG,Aaron Brooks,0,3500
20151214,TOR,PG,Cory Joseph,0,4300
20151214,HOU,PG,Ty Lawson,0,3600
20151214,CHI,PG,Kirk Hinrich,0,3200
20151214,BKN,SG,Markel Brown,0,3200
20151214,ATL,SG,Lamar Patterson,0,3100
20151214,LAC,SG,Austin Rivers,0,3600
20151214,SAS,SG,Rasual Butler,0,3000
20151214,DAL,PG,Jose Barea,0,3400
20151214,PHO,SG,Devin Booker,0,3200
20151214,NOR,PG,Ishmael Smith,0,5600
20151214,MEM,PG,Russ Smith,0,3000
20151214,IND,SG,Joseph Young,0,3000
20151214,POR,PG,Tim Frazier,0,3000
20151214,CHI,SG,E'Twaun Moore,0,3000
20151214,BKN,PG,Donald Sloan,0,3000
20151214,MEM,SG,Vince Carter,0,3000
20151214,MIA,SG,Josh Richardson,0,3000
20151214,MEM,SG,James Ennis,0,3100
20151214,ATL,PG,Shelvin Mack,0,3000
20151214,DAL,SG,John Jenkins,0,3000
20151214,DET,PG,Spencer Dinwiddie,0,3000
20151214,DET,SG,Darrun Hilliard,0,3000
20151214,ATL,SG,Justin Holiday,0,3000
20151214,LAC,PG,Pablo Prigioni,0,3000
20151214,PHI,PG,Kendall Marshall,0,3100
20151214,DET,PG,Brandon Jennings,0,4000
20151214,ATL,SG,Tim Hardaway Jr.,0,3000
20151214,BKN,SG,Rondae Hollis-Jefferson,0,4600
20151214,PHO,PG,Bryce Cotton,0,3000
20151214,MIA,SG,Tyler Johnson,0,3800
20151214,LAC,SG,C.J. Wilcox,0,3000
20151214,MEM,SG,Jordan Adams,0,3000
20151214,SAS,PG,Ray McCallum,0,3000
20151214,TOR,PG,Delon Wright,0,3000
20151214,WAS,SG,Bradley Beal,0,7200
20151214,DEN,PG,Emmanuel Mudiay,0,5400
20151214,UTA,PG,Dante Exum,0,3000
20151214,DET,SG,Jodie Meeks,0,3000
20151214,ORL,PG,C.J. Watson,0,3100
20151214,NOR,PG,Toney Douglas,0,3000
20151214,WAS,SG,Alan Anderson,0,3000
20151214,LAC,PF,Blake Griffin,1,9100
20151214,NOR,PF,Anthony Davis,1,10600
20151214,MIA,PF,Chris Bosh,1,7200
20151214,ATL,SF,Kent Bazemore,1,5000
20151214,IND,PF,Jordan Hill,0,4400
20151214,MIA,SF,Luol Deng,1,4200
20151214,SAS,SF,Kawhi Leonard,1,8600
20151214,PHO,PF,Jon Leuer,1,5900
20151214,MEM,SF,Matt Barnes,1,4300
20151214,CHI,SF,Tony Snell,1,3200
20151214,DEN,SF,Danilo Gallinari,1,6900
20151214,HOU,SF,Trevor Ariza,1,5500
20151214,ORL,SF,Tobias Harris,1,6100
20151214,ATL,PF,Paul Millsap,1,7900
20151214,MEM,SF,Jeff Green,1,4600
20151214,BKN,PF,Thaddeus Young,1,7200
20151214,PHI,SF,Jerami Grant,1,4900
20151214,ORL,PF,Channing Frye,1,3300
20151214,PHI,SF,Robert Covington,1,7000
20151214,IND,SF,C.J. Miles,1,5700
20151214,DAL,PF,Dirk Nowitzki,1,6900
20151214,SAS,PF,LaMarcus Aldridge,1,6700
20151214,DEN,PF,Kenneth Faried,1,5900
20151214,CHI,SF,Doug McDermott,0,3400
20151214,IND,SF,Paul George,1,9900
20151214,HOU,PF,Donatas Motiejunas,0,3500
20151214,WAS,SF,Jared Dudley,1,4300
20151214,POR,SF,Al-Farouq Aminu,1,5200
20151214,NOR,PF,Ryan Anderson,0,6100
20151214,DAL,SF,Chandler Parsons,0,4100
20151214,UTA,PF,Derrick Favors,1,7700
