Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Al Horford,20141212,ATL,1,ATL,87,ORL,81,33.83,8,16,0.5,1,1,1.0,0,0,,1,6,7,2,1,2,2,2,17,-7,.531,.531,.063,.000,3.4,18.5,11.3,16.1,1.5,5.6,11.1,25.1,90,86
Jeff Teague,20141212,ATL,1,ATL,87,ORL,81,33.4,5,13,0.385,1,7,0.14300000000000002,2,2,1.0,1,4,5,5,2,0,3,1,13,-1,.468,.423,.538,.154,3.4,12.5,8.2,32.9,3.1,0.0,17.8,23.8,86,88
Paul Millsap,20141212,ATL,1,ATL,87,ORL,81,32.97,7,15,0.467,3,5,0.6,6,10,0.6,1,7,8,2,1,0,2,2,23,0,.593,.567,.333,.667,3.5,22.2,13.2,15.5,1.6,0.0,9.3,30.6,105,89
DeMarre Carroll,20141212,ATL,1,ATL,87,ORL,81,31.92,3,11,0.273,1,6,0.16699999999999998,5,5,1.0,0,2,2,3,0,0,1,4,12,-2,.455,.318,.545,.455,0.0,6.5,3.4,18.4,0.0,0.0,7.0,21.0,93,97
Kyle Korver,20141212,ATL,1,ATL,87,ORL,81,31.0,2,5,0.4,2,4,0.5,0,0,,1,4,5,3,3,0,1,0,6,0,.600,.600,.800,.000,3.7,13.5,8.8,17.9,5.0,0.0,16.7,9.1,107,84
Thabo Sefolosha,20141212,ATL,1,ATL,87,ORL,81,21.68,1,4,0.25,0,2,0.0,0,0,,1,2,3,1,0,1,0,1,2,9,.250,.250,.500,.000,5.3,9.6,7.5,8.3,0.0,4.3,0.0,8.7,73,93
Dennis Schroder,20141212,ATL,1,ATL,87,ORL,81,18.55,1,7,0.14300000000000002,0,1,0.0,3,4,0.75,0,4,4,5,2,0,2,1,5,12,.285,.143,.143,.571,0.0,22.5,11.8,49.0,5.6,0.0,18.6,27.3,67,79
Mike Scott,20141212,ATL,1,ATL,87,ORL,81,17.05,2,5,0.4,1,2,0.5,3,4,0.75,0,3,3,1,1,0,0,0,8,11,.592,.500,.400,.800,0.0,18.4,9.6,12.0,3.0,0.0,0.0,18.7,121,87
Elton Brand,20141212,ATL,1,ATL,87,ORL,81,11.85,0,0,,0,0,,1,2,0.5,0,2,2,0,1,0,1,1,1,11,.568,,,,0.0,17.6,9.2,0.0,4.4,0.0,53.2,7.5,54,84
Shelvin Mack,20141212,ATL,1,ATL,87,ORL,81,7.2,0,2,0.0,0,1,0.0,0,0,,0,3,3,2,1,0,0,0,0,0,.000,.000,.500,.000,0.0,43.5,22.7,46.0,7.2,0.0,0.0,13.1,45,69
Kent Bazemore,20141212,ATL,1,ATL,87,ORL,81,0.55,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,99
John Jenkins,20141212,ATL,1,ATL,87,ORL,81,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Muscala,20141212,ATL,1,ATL,87,ORL,81,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
