Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Monta Ellis,20161105,IND,1,IND,111,CHI,94,32.38,1,2,0.5,0,1,0.0,0,0,,0,7,7,8,2,0,1,1,2,22,.500,.500,.500,.000,0.0,25.3,13.7,26.6,3.3,0.0,33.3,4.3,140,98
Paul George,20161105,IND,1,IND,111,CHI,94,28.8,5,10,0.5,3,5,0.6,0,0,,2,4,6,3,2,0,1,3,13,11,.650,.650,.500,.000,9.5,16.3,13.2,13.3,3.7,0.0,9.1,17.9,132,101
Jeff Teague,20161105,IND,1,IND,111,CHI,94,28.77,9,14,0.643,3,5,0.6,0,0,,0,1,1,6,1,0,2,2,21,13,.750,.750,.357,.000,0.0,4.1,2.2,32.3,1.8,0.0,12.5,26.1,137,109
Myles Turner,20161105,IND,1,IND,111,CHI,94,27.95,5,13,0.385,0,1,0.0,6,8,0.75,1,4,5,1,2,4,1,0,16,8,.484,.385,.077,.615,4.9,16.8,11.3,4.6,3.8,11.3,5.7,29.4,104,94
Thaddeus Young,20161105,IND,1,IND,111,CHI,94,25.13,6,10,0.6,0,2,0.0,0,0,,3,2,5,1,1,1,2,1,12,11,.600,.600,.200,.000,16.4,9.3,12.6,5.5,2.1,3.1,16.7,22.4,111,105
Aaron Brooks,20161105,IND,1,IND,111,CHI,94,21.6,4,7,0.5710000000000001,2,4,0.5,0,0,,0,0,0,0,0,1,3,4,10,6,.714,.714,.571,.000,0.0,0.0,0.0,0.0,0.0,3.6,30.0,21.7,87,112
C.J. Miles,20161105,IND,1,IND,111,CHI,94,21.58,8,14,0.5710000000000001,4,7,0.5710000000000001,0,0,,0,4,4,1,0,0,0,4,20,10,.714,.714,.500,.000,0.0,21.7,11.7,7.9,0.0,0.0,0.0,30.4,139,106
Lavoy Allen,20161105,IND,1,IND,111,CHI,94,20.2,3,4,0.75,0,0,,0,0,,0,0,0,3,0,1,1,4,6,8,.750,.750,.000,.000,0.0,0.0,0.0,18.3,0.0,3.9,20.0,11.6,132,112
Al Jefferson,20161105,IND,1,IND,111,CHI,94,17.38,2,7,0.28600000000000003,0,0,,0,0,,1,5,6,4,0,2,0,1,4,11,.286,.286,.000,.000,7.9,33.7,21.8,27.3,0.0,9.1,0.0,18.9,99,97
Glenn Robinson,20161105,IND,1,IND,111,CHI,94,8.2,1,1,1.0,0,0,,0,2,0.0,1,1,2,0,0,0,0,0,2,-9,.532,1.000,.000,2.000,16.7,14.3,15.4,0.0,0.0,0.0,0.0,10.8,116,110
Joe Young,20161105,IND,1,IND,111,CHI,94,2.67,2,2,1.0,0,0,,1,2,0.5,0,0,0,0,0,0,0,0,5,-2,.868,1.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,166,115
Kevin Seraphin,20161105,IND,1,IND,111,CHI,94,2.67,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0,115
Georges Niang,20161105,IND,1,IND,111,CHI,94,2.67,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-2,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0,115
