Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Nicolas Brussino,20170412,DAL,0,DAL,100,MEM,93,36.63,4,8,0.5,4,8,0.5,3,3,1.0,2,6,8,2,2,0,3,2,15,6,.805,.750,1.000,.375,6.6,17.5,12.3,9.4,2.9,0.0,24.4,16.0,123,102
Dwight Powell,20170412,DAL,0,DAL,100,MEM,93,34.37,2,11,0.182,2,9,0.222,6,6,1.0,1,2,3,0,1,0,2,4,12,-6,.440,.273,.818,.545,3.5,6.2,4.9,0.0,1.6,0.0,12.8,21.7,86,111
Dorian Finney-Smith,20170412,DAL,0,DAL,100,MEM,93,30.87,3,9,0.33299999999999996,1,5,0.2,0,0,,0,5,5,5,1,0,1,2,7,2,.389,.389,.556,.000,0.0,17.3,9.1,27.4,1.7,0.0,10.0,15.5,91,105
Yogi Ferrell,20170412,DAL,0,DAL,100,MEM,93,28.23,2,9,0.222,1,4,0.25,2,3,0.667,0,1,1,5,1,1,2,3,7,-5,.339,.278,.444,.333,0.0,3.8,2.0,28.7,1.9,2.9,16.2,20.8,78,110
Nerlens Noel,20170412,DAL,0,DAL,100,MEM,93,22.63,4,8,0.5,0,0,,2,2,1.0,1,6,7,0,1,1,2,0,10,-11,.563,.500,.000,.250,5.3,28.3,17.5,0.0,2.4,3.6,18.4,22.9,94,96
DeAndre Liggins,20170412,DAL,0,DAL,100,MEM,93,24.62,3,6,0.5,0,1,0.0,2,3,0.667,3,4,7,0,2,0,0,3,8,7,.546,.500,.167,.500,14.6,17.3,16.1,0.0,4.4,0.0,0.0,14.2,129,99
Devin Harris,20170412,DAL,0,DAL,100,MEM,93,19.8,6,12,0.5,0,5,0.0,3,4,0.75,0,2,2,8,1,0,1,0,15,11,.545,.500,.417,.333,0.0,10.8,5.7,100.0,2.7,0.0,6.8,35.6,124,106
Jarrod Uthoff,20170412,DAL,0,DAL,100,MEM,93,19.12,4,6,0.667,0,1,0.0,3,4,0.75,0,1,1,1,0,1,0,0,11,15,.709,.667,.167,.667,0.0,5.6,3.0,10.9,0.0,4.3,0.0,19.4,146,113
A.J. Hammons,20170412,DAL,0,DAL,100,MEM,93,12.0,3,4,0.75,0,0,,3,4,0.75,0,1,1,0,0,2,1,2,9,11,.781,.750,.000,1.000,0.0,8.9,4.7,0.0,0.0,13.6,14.8,26.9,126,106
Salah Mejri,20170412,DAL,0,DAL,100,MEM,93,11.73,2,2,1.0,1,1,1.0,1,2,0.5,1,1,2,0,0,0,0,3,6,5,1.042,1.250,.500,1.000,10.2,9.1,9.6,0.0,0.0,0.0,0.0,11.7,198,113
