Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Jeremy Lin,20170404,BRK,0,BRK,141,PHI,118,23.07,6,10,0.6,2,2,1.0,2,3,0.667,0,5,5,7,2,0,5,3,16,21,1.047,1.000,.400,1.200,0.0,17.0,11.6,5.2,0.0,10.6,11.6,16.9,179,113
Brook Lopez,20170404,BRK,0,BRK,141,PHI,118,23.07,4,5,0.8,2,2,1.0,6,6,1.0,0,4,4,1,0,3,1,1,16,21,.707,.700,.200,.300,0.0,21.2,14.5,41.0,4.0,0.0,30.6,31.9,109,108
Rondae Hollis-Jefferson,20170404,BRK,0,BRK,141,PHI,118,21.05,5,6,0.833,0,1,0.0,2,4,0.5,1,2,3,2,0,0,1,1,12,21,.773,.833,.167,.667,9.9,9.3,9.5,12.5,0.0,0.0,11.4,18.8,142,122
Caris LeVert,20170404,BRK,0,BRK,141,PHI,118,19.43,3,5,0.6,1,3,0.33299999999999996,0,0,,0,4,4,7,1,1,2,1,7,26,.700,.700,.600,.000,0.0,20.2,13.7,42.6,2.4,4.2,28.6,16.2,131,110
Randy Foye,20170404,BRK,0,BRK,141,PHI,118,19.05,2,5,0.4,2,5,0.4,6,6,1.0,0,3,3,2,2,0,1,2,12,14,.785,.600,1.000,1.200,0.0,15.4,10.5,11.7,4.9,0.0,11.6,20.4,144,108
Spencer Dinwiddie,20170404,BRK,0,BRK,141,PHI,118,24.93,4,5,0.8,1,2,0.5,4,4,1.0,0,2,2,7,2,0,2,0,13,2,.962,.900,.400,.800,0.0,7.9,5.3,33.4,3.7,0.0,22.8,15.8,164,114
K.J. McDaniels,20170404,BRK,0,BRK,141,PHI,118,23.2,5,9,0.556,3,5,0.6,1,2,0.5,0,2,2,1,0,1,1,2,14,-6,.709,.722,.556,.222,0.0,8.4,5.7,5.5,0.0,3.5,9.2,21.1,114,120
Archie Goodwin,20170404,BRK,0,BRK,141,PHI,118,22.43,5,6,0.833,0,1,0.0,4,4,1.0,0,2,2,2,1,0,1,0,14,-5,.902,.833,.167,.667,0.0,8.7,5.9,11.5,2.1,0.0,11.4,17.6,162,118
Trevor Booker,20170404,BRK,0,BRK,141,PHI,118,17.63,4,7,0.5710000000000001,0,1,0.0,0,0,,0,5,5,2,0,0,0,1,8,12,.571,.571,.143,.000,0.0,27.8,18.9,14.7,0.0,0.0,0.0,17.9,118,115
Quincy Acy,20170404,BRK,0,BRK,141,PHI,118,12.93,2,5,0.4,1,3,0.33299999999999996,0,0,,0,3,3,0,0,0,2,1,5,13,.500,.500,.600,.000,0.0,22.7,15.5,0.0,0.0,0.0,28.6,24.4,60,117
Justin Hamilton,20170404,BRK,0,BRK,141,PHI,118,12.0,3,6,0.5,1,2,0.5,2,2,1.0,0,0,0,2,0,0,0,2,9,-11,.654,.583,.333,.333,0.0,0.0,0.0,22.2,0.0,0.0,0.0,25.8,136,125
Sean Kilpatrick,20170404,BRK,0,BRK,141,PHI,118,11.88,4,5,0.8,3,4,0.75,2,2,1.0,0,3,3,3,1,0,1,0,13,17,1.105,1.100,.800,.400,0.0,24.7,16.8,38.1,3.9,0.0,14.5,26.1,176,108
Andrew Nicholson,20170404,BRK,0,BRK,141,PHI,118,9.32,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,4,2,-10,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,200,123
