Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Marcus Morris,20170115,DET,0,DET,102,LAL,97,42.6,9,18,0.5,4,8,0.5,1,2,0.5,2,7,9,1,0,1,1,1,23,-1,.609,.611,.444,.111,4.4,17.5,10.6,3.7,0.0,2.0,5.0,20.5,117,103
Tobias Harris,20170115,DET,0,DET,102,LAL,97,38.42,8,18,0.444,2,7,0.28600000000000003,5,5,1.0,2,5,7,3,0,1,0,1,23,8,.569,.500,.389,.278,4.9,13.9,9.1,12.1,0.0,2.2,0.0,23.1,125,104
Andre Drummond,20170115,DET,0,DET,102,LAL,97,31.68,6,17,0.353,1,1,1.0,2,5,0.4,3,14,17,2,3,1,2,4,15,-5,.391,.382,.059,.294,8.9,47.1,26.8,9.5,4.7,2.7,9.4,29.5,83,85
Reggie Bullock,20170115,DET,0,DET,102,LAL,97,28.58,2,6,0.33299999999999996,0,2,0.0,0,1,0.0,0,1,1,1,0,1,1,5,4,-11,.311,.333,.333,.167,0.0,3.7,1.7,4.5,0.0,2.9,13.4,11.5,60,105
Reggie Jackson,20170115,DET,0,DET,102,LAL,97,27.87,6,16,0.375,1,2,0.5,3,3,1.0,2,1,3,5,0,0,2,3,16,-12,.462,.406,.125,.188,6.8,3.8,5.4,28.1,0.0,0.0,10.4,30.5,99,108
Stanley Johnson,20170115,DET,0,DET,102,LAL,97,34.38,4,9,0.444,1,3,0.33299999999999996,0,0,,0,4,4,6,1,1,1,3,9,17,.500,.500,.333,.000,0.0,12.4,5.8,23.7,1.4,2.4,10.0,12.8,108,101
Ish Smith,20170115,DET,0,DET,102,LAL,97,20.13,3,7,0.429,0,2,0.0,0,0,,0,1,1,6,2,0,0,1,6,17,.429,.429,.286,.000,0.0,5.3,2.5,42.3,4.9,0.0,0.0,15.3,115,97
Aron Baynes,20170115,DET,0,DET,102,LAL,97,16.32,3,4,0.75,0,0,,0,0,,1,3,4,0,0,1,0,4,6,10,.750,.750,.000,.000,5.8,19.6,12.3,0.0,0.0,5.2,0.0,10.8,152,100
Beno Udrih,20170115,DET,0,DET,102,LAL,97,0.02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,109
Henry Ellenson,20170115,DET,0,DET,102,LAL,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boban Marjanovic,20170115,DET,0,DET,102,LAL,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrun Hilliard,20170115,DET,0,DET,102,LAL,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Leuer,20170115,DET,0,DET,102,LAL,97,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
