Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
John Wall,20170204,WAS,1,WAS,105,NOP,91,37.78,8,19,0.42100000000000004,2,7,0.28600000000000003,6,8,0.75,1,2,3,13,5,1,4,1,24,7,.533,.474,.368,.421,3.2,5.3,4.3,59.3,6.6,1.9,15.1,32.2,112,87
Markieff Morris,20170204,WAS,1,WAS,105,NOP,91,37.78,6,16,0.375,2,6,0.33299999999999996,4,4,1.0,0,4,4,0,1,0,2,5,18,18,.507,.438,.375,.250,0.0,10.6,5.8,0.0,1.3,0.0,10.1,24.0,92,97
Bradley Beal,20170204,WAS,1,WAS,105,NOP,91,37.13,5,12,0.41700000000000004,2,6,0.33299999999999996,0,0,,0,5,5,3,1,0,4,1,12,5,.500,.500,.500,.000,0.0,13.5,7.3,12.3,1.3,0.0,25.0,19.8,79,98
Marcin Gortat,20170204,WAS,1,WAS,105,NOP,91,35.58,5,11,0.455,0,0,,2,2,1.0,4,13,17,0,0,1,0,2,12,5,.505,.455,.000,.182,13.5,36.5,26.1,0.0,0.0,2.0,0.0,15.3,119,93
Otto Porter,20170204,WAS,1,WAS,105,NOP,91,34.13,4,10,0.4,2,6,0.33299999999999996,2,2,1.0,1,8,9,0,3,0,1,2,12,5,.551,.500,.600,.200,3.5,23.4,14.4,0.0,4.4,0.0,8.4,16.0,105,89
Kelly Oubre,20170204,WAS,1,WAS,105,NOP,91,22.67,3,6,0.5,2,5,0.4,2,2,1.0,0,2,2,0,0,1,1,2,10,6,.727,.667,.833,.333,0.0,8.8,4.8,0.0,0.0,3.2,12.7,15.9,123,98
Jason Smith,20170204,WAS,1,WAS,105,NOP,91,13.83,4,4,1.0,0,0,,1,2,0.5,1,4,5,0,0,1,0,3,9,8,.922,1.000,.000,.500,8.7,28.9,19.7,0.0,0.0,5.2,0.0,16.2,186,91
Tomas Satoransky,20170204,WAS,1,WAS,105,NOP,91,10.87,1,1,1.0,0,0,,2,2,1.0,0,0,0,3,0,1,0,2,4,9,1.064,1.000,.000,2.000,0.0,0.0,0.0,39.5,0.0,6.6,0.0,7.9,225,96
Trey Burke,20170204,WAS,1,WAS,105,NOP,91,10.22,2,4,0.5,0,1,0.0,0,0,,0,1,1,1,0,1,0,1,4,7,.500,.500,.250,.000,0.0,9.8,5.3,16.4,0.0,7.0,0.0,18.0,109,94
Andrew Nicholson,20170204,WAS,1,WAS,105,NOP,91,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Thornton,20170204,WAS,1,WAS,105,NOP,91,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheldon Mac,20170204,WAS,1,WAS,105,NOP,91,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Ochefu,20170204,WAS,1,WAS,105,NOP,91,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
