Name,Date,Team,Home,W,W_PTS,L,L_PTS,MP,FG,FGA,FG_perc,3P,3PA,3P_perc,FT,FTA,FT_perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-,TS_perc,eFG_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,ORtg,DRtg
Jimmy Butler,20161104,CHI,1,NYK,117,CHI,104,37.22,7,15,0.467,1,4,0.25,11,11,1.0,2,3,5,2,1,0,2,0,26,-8,.655,.500,.267,.733,5.9,10.2,7.9,9.2,1.4,0.0,9.2,26.1,138,132
Dwyane Wade,20161104,CHI,1,NYK,117,CHI,104,33.33,12,20,0.6,5,7,0.7140000000000001,6,8,0.75,2,8,10,1,0,0,3,3,35,-24,.744,.725,.350,.400,6.5,30.3,17.6,7.3,0.0,0.0,11.3,35.4,139,130
Taj Gibson,20161104,CHI,1,NYK,117,CHI,104,30.73,4,7,0.5710000000000001,0,0,,0,2,0.0,4,2,6,1,1,1,1,3,8,-11,.508,.571,.000,.286,14.2,8.2,11.4,5.1,1.7,2.3,11.3,12.9,113,130
Rajon Rondo,20161104,CHI,1,NYK,117,CHI,104,29.58,2,10,0.2,0,2,0.0,0,0,,1,4,5,5,1,0,2,2,4,-16,.200,.200,.200,.000,3.7,17.1,9.9,24.0,1.8,0.0,16.7,18.0,66,130
Robin Lopez,20161104,CHI,1,NYK,117,CHI,104,28.65,2,6,0.33299999999999996,0,0,,1,2,0.5,4,2,6,1,0,2,1,2,5,-7,.363,.333,.000,.333,15.2,8.8,12.3,5.0,0.0,4.9,12.7,12.2,99,132
Doug McDermott,20161104,CHI,1,NYK,117,CHI,104,26.45,3,5,0.6,0,1,0.0,0,0,,1,1,2,1,1,0,1,0,6,-1,.600,.600,.200,.000,4.1,4.8,4.4,5.8,2.0,0.0,16.7,10.1,114,133
Nikola Mirotic,20161104,CHI,1,NYK,117,CHI,104,21.32,4,10,0.4,2,6,0.33299999999999996,4,4,1.0,0,6,6,0,0,1,2,2,14,-4,.595,.500,.600,.400,0.0,35.6,16.5,0.0,0.0,3.3,14.5,28.7,111,126
Isaiah Canaan,20161104,CHI,1,NYK,117,CHI,104,14.27,2,5,0.4,0,2,0.0,0,0,,0,1,1,1,0,0,0,0,4,3,.400,.400,.400,.000,0.0,8.9,4.1,11.1,0.0,0.0,0.0,15.6,101,136
Cristiano Felicio,20161104,CHI,1,NYK,117,CHI,104,9.0,1,1,1.0,0,0,,0,0,,1,0,1,2,0,0,0,2,2,10,1.000,1.000,.000,.000,12.1,0.0,6.5,33.7,0.0,0.0,0.0,4.9,210,137
Jerian Grant,20161104,CHI,1,NYK,117,CHI,104,5.67,0,4,0.0,0,1,0.0,0,0,,0,0,0,1,0,0,0,0,0,3,.000,.000,.250,.000,0.0,0.0,0.0,22.9,0.0,0.0,0.0,31.4,19,138
Bobby Portis,20161104,CHI,1,NYK,117,CHI,104,3.32,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-10,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0,136
Denzel Valentine,20161104,CHI,1,NYK,117,CHI,104,0.47,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,138
Paul Zipser,20161104,CHI,1,NYK,117,CHI,104,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
